Processo;Cidade;Estado;Tipo;Endereço;Avaliação;% Leilão;Data Início;Data Fim;Arremate;ITBI (3%);Cartório (5%);Leiloeiro (5%);Honorários (5%);Custos;Lucro;ROI;Score;Status
0099944-36.2012.8.13.0480;Patos de Minas;MG;Terreno com construção inacabada;Rua Major Gote e Rua Doutor Antônio Maciel;R$700.000,00;70%;07/04/2026;15/04/2026;R$ 490.000,00;R$ 14.700,00;R$ 24.500,00;R$ 24.500,00;R$ 24.500,00;R$ 578.200,00;R$ 121.800,00;21,07%;40;VERMELHO
5010797-88.2024.8.13.0480;Lagoa Formosa;MG;Imóvel Rural;Fazenda Mata Burros, Lagoa Formosa/MG;R$700.000,00;60%;07/05/2026;28/05/2026;R$ 420.000,00;R$ 12.600,00;R$ 21.000,00;R$ 21.000,00;R$ 21.000,00;R$ 495.600,00;R$ 204.400,00;41,24%;10;VERMELHO
1032736-08.2016.8.26.0224;Mongaguá;SP;Apartamento;Avenida Governador Mário Covas Junior, nº 930, Apartamento 22, Edifício Caribbean, Mongaguá;R$686.214,15;95%;13/04/2026;13/05/2026;R$ 651.903,44;R$ 19.557,10;R$ 32.595,17;R$ 32.595,17;R$ 32.595,17;R$ 769.246,06;-R$ 83.031,91;-10,79%;90;VERDE
5003051-14.2020.8.13.0480;SÃO GONÇALO DO ABAETÉ;MG;Terra;FAZENDA SÃO FELIX, NO MUNICÍPIO DE SÃO GONÇALO DO ABAETÉ/MG, PRÓXIMO À COMUNIDADE DO CANASTRÃO;R$670.000,00;50%;07/05/2026;28/05/2026;R$ 335.000,00;R$ 10.050,00;R$ 16.750,00;R$ 16.750,00;R$ 16.750,00;R$ 395.300,00;R$ 274.700,00;69,49%;35;VERMELHO
3992663-31.2008.8.13.0079;Contagem;MG;Galpão;Rua Emília Silva Freitas, 150, Parque Belo Horizonte, Contagem/MG;R$650.000,00;60%;13/03/2026;01/04/2026;R$ 390.000,00;R$ 11.700,00;R$ 19.500,00;R$ 19.500,00;R$ 19.500,00;R$ 460.200,00;R$ 189.800,00;41,24%;60;AMARELO
1000591-53.2016.5.02.0017;São Paulo;SP;Apartamento;Av. Dra. Ruth Cardoso, 4797, Apto. 51, Bloco Pedra Bonita, Jardim Universidade Pinheiros;R$630.000,00;60%;25/06/2026;25/06/2026;R$ 378.000,00;R$ 11.340,00;R$ 18.900,00;R$ 18.900,00;R$ 18.900,00;R$ 446.040,00;R$ 183.960,00;41,24%;35;VERMELHO
1000591-53.2016.5.02.0017;São Paulo;SP;Apartamento;Av. Dra. Ruth Cardoso, 4797, Apto. 51, Bloco Pedra Bonita, Jardim Universidade Pinheiros, São Paulo/SP;R$630.000,00;60%;25/06/2026;25/06/2026;R$ 378.000,00;R$ 11.340,00;R$ 18.900,00;R$ 18.900,00;R$ 18.900,00;R$ 446.040,00;R$ 183.960,00;41,24%;15;VERMELHO
0000155-36.2010.8.18.0079;Jardim do Mulato;PI;Imóvel rural;BARREIRO DO MATO DA SERRA, Data Mulato, Município de Jardim do Mulato-PI;R$620.000,00;50%;30/03/2026;24/04/2026;R$ 310.000,00;R$ 9.300,00;R$ 15.500,00;R$ 15.500,00;R$ 15.500,00;R$ 365.800,00;R$ 254.200,00;69,49%;35;VERMELHO
0601683-68.2023.8.04.6100;Nhamundá;AM;Edifícios;Rua Plínio Ramos Coelho nº 77, Centro, Nhamundá/AM, CEP: 69.140-000, esquina com Avenida Souza Filho;R$600.000,00;50%;08/04/2026;08/04/2026;R$ 300.000,00;R$ 9.000,00;R$ 15.000,00;R$ 15.000,00;R$ 15.000,00;R$ 354.000,00;R$ 246.000,00;69,49%;55;VERMELHO
0000313-61.2017.5.06.0231;GOIANA;PE;Casa;Rua Beira Mar, nº 276, Praia de Carne de Vaca, Goiana/PE;R$600.000,00;60%;14/03/2026;13/07/2026;R$ 360.000,00;R$ 10.800,00;R$ 18.000,00;R$ 18.000,00;R$ 18.000,00;R$ 424.800,00;R$ 175.200,00;41,24%;75;AMARELO
0000393-20.2020.5.08.0116;Paragominas;PA;Área de terras com benfeitorias;Colônia do Uraim, km 6, Lote 04 da 3º Travessa, Paragominas;R$580.157,28;75%;08/04/2026;08/04/2026;R$ 435.117,96;R$ 13.053,54;R$ 21.755,90;R$ 21.755,90;R$ 21.755,90;R$ 513.439,19;R$ 66.718,09;12,99%;85;VERDE
0138000-25.2003.5.02.0056;Avaré;SP;Terreno;Rua 22, Lote 36, Quadra 51, Terras de São Marcos I;R$550.000,00;40%;25/06/2026;25/06/2026;R$ 220.000,00;R$ 6.600,00;R$ 11.000,00;R$ 11.000,00;R$ 11.000,00;R$ 259.600,00;R$ 290.400,00;111,86%;95;VERDE
0010534-67.2025.5.03.0147;Lambari;MG;Máquina industrial;Rua Joaquim Albino de Almeida, 60 – Alto da Boa Vista, Lambari;R$500.000,00;50%;16/03/2026;28/05/2026;R$ 250.000,00;R$ 7.500,00;R$ 12.500,00;R$ 12.500,00;R$ 12.500,00;R$ 295.000,00;R$ 205.000,00;69,49%;80;VERDE
5001028-92.2019.8.13.0460;Ouro Fino;MG;Terreno;"Lote da Quadra C, Loteamento ""Reserva do Vale"", situado dentro da Quadra formada pela Rua 02, Rua 15, Rua 03 e o Alargamento da Estrada dos Cariocas";R$500.000,00;50%;16/03/2026;07/05/2026;R$ 250.000,00;R$ 7.500,00;R$ 12.500,00;R$ 12.500,00;R$ 12.500,00;R$ 295.000,00;R$ 205.000,00;69,49%;70;AMARELO
0000665-11.2024.5.06.0122;PAULISTA;PE;Outros;rua arlindo pereira de santana, 210, Jardim Paulista;R$495.600,00;50%;13/03/2026;13/07/2026;R$ 247.800,00;R$ 7.434,00;R$ 12.390,00;R$ 12.390,00;R$ 12.390,00;R$ 292.404,00;R$ 203.196,00;69,49%;55;VERMELHO
0000665-11.2024.5.06.0122;PAULISTA;PE;Bens Móveis;rua arlindo pereira de santana, 210, Jardim Paulista, PAULISTA, PE;R$495.600,00;50%;13/03/2026;13/07/2026;R$ 247.800,00;R$ 7.434,00;R$ 12.390,00;R$ 12.390,00;R$ 12.390,00;R$ 292.404,00;R$ 203.196,00;69,49%;80;VERDE
1213131-35.2000.8.13.0024;Sete Lagoas;MG;Casa;Rua Felipe Chamon, 432, Santo Antônio, Sete Lagoas/MG;R$480.000,00;50%;13/03/2026;24/06/2026;R$ 240.000,00;R$ 7.200,00;R$ 12.000,00;R$ 12.000,00;R$ 12.000,00;R$ 283.200,00;R$ 196.800,00;69,49%;65;AMARELO
5032233-84.2022.8.13.0024;Capitólio;MG;Apartamento;Rua das Pipas, 71, Escarpas do Lago, Capitólio/MG;R$450.000,00;70%;13/03/2026;29/04/2026;R$ 315.000,00;R$ 9.450,00;R$ 15.750,00;R$ 15.750,00;R$ 15.750,00;R$ 371.700,00;R$ 78.300,00;21,07%;45;VERMELHO
5000675-50.2019.8.13.0687;Timóteo;MG;Sala Comercial;Avenida Presidente Juscelino Kubitscheck, 60, Funcionários, Timóteo/MG;R$450.000,00;75%;13/03/2026;27/05/2026;R$ 337.500,00;R$ 10.125,00;R$ 16.875,00;R$ 16.875,00;R$ 16.875,00;R$ 398.250,00;R$ 51.750,00;12,99%;45;VERMELHO
0000536-84.2020.8.16.0035;São José dos Pinhais;PR;Chácara;Condomínio de Chácaras Campestre, lugar denominado Campestre das Mortes, quarteirão da Faxina, distrito de Campo Largo da Roseira;R$406.920,00;70%;13/04/2026;20/04/2026;R$ 284.844,00;R$ 8.545,32;R$ 14.242,20;R$ 14.242,20;R$ 14.242,20;R$ 336.115,92;R$ 70.804,08;21,07%;65;AMARELO
0511909-18.1996.8.26.0100;São Paulo;SP;Casa;Rua Dr. Manuel Carlos de Figueiredo Ferraz, n.º 120, Morumbi, São Paulo, SP CEP: 05655-000;R$400.808,35;50%;30/04/2026;28/05/2026;R$ 200.404,18;R$ 6.012,13;R$ 10.020,21;R$ 10.020,21;R$ 10.020,21;R$ 236.476,93;R$ 164.331,42;69,49%;75;AMARELO
0052597-54.2011.8.26.0100;Itupeva;SP;Terreno;Travessa dos Gerâneos, Condomínio Resedás, Parque dos Cafezais II, Itupeva/SP;R$400.000,00;50%;13/04/2026;28/05/2026;R$ 200.000,00;R$ 6.000,00;R$ 10.000,00;R$ 10.000,00;R$ 10.000,00;R$ 236.000,00;R$ 164.000,00;69,49%;95;VERDE
0734534-28.1997.8.26.0100;Amparo;SP;Terreno;Rua 54, Lote 15, Quadra 59, Parque Turístico Serra Negra, Gleba I;R$400.000,00;50%;08/05/2026;10/06/2026;R$ 200.000,00;R$ 6.000,00;R$ 10.000,00;R$ 10.000,00;R$ 10.000,00;R$ 236.000,00;R$ 164.000,00;69,49%;50;VERMELHO
0000874-40.2023.5.12.0027;Criciúma;SC;Veículo;RUA LAGUNA, 544, SANTO ANTONIO, CRICIUMA, SC;R$400.000,00;51%;06/05/2026;13/05/2026;R$ 204.000,00;R$ 6.120,00;R$ 10.200,00;R$ 10.200,00;R$ 10.200,00;R$ 240.720,00;R$ 159.280,00;66,17%;25;VERMELHO
0011458-48.2015.5.03.0044;Uberlândia;MG;Marca;Av. Inglaterra, 675;R$390.500,00;50%;01/07/2026;01/07/2026;R$ 195.250,00;R$ 5.857,50;R$ 9.762,50;R$ 9.762,50;R$ 9.762,50;R$ 230.395,00;R$ 160.105,00;69,49%;75;AMARELO
0010050-68.2025.5.03.0174;ARAGUARI;MG;Veículos;RUA MARECHAL JOSE PESSOA, 100, Apto 12, MADRID;R$380.000,00;60%;07/04/2026;07/04/2026;R$ 228.000,00;R$ 6.840,00;R$ 11.400,00;R$ 11.400,00;R$ 11.400,00;R$ 269.040,00;R$ 110.960,00;41,24%;75;AMARELO
5000078-24.2023.8.13.0693;Três Corações;MG;Fábrica, Terreno e Casas;bairro Flora, Três Corações/MG;R$379.000,00;50%;06/04/2026;06/04/2026;R$ 189.500,00;R$ 5.685,00;R$ 9.475,00;R$ 9.475,00;R$ 9.475,00;R$ 223.610,00;R$ 155.390,00;69,49%;15;VERMELHO
0100703-14.2022.5.01.0066;Rio das Ostras;RJ;Casa;Rua Adolf Frejat, nº 918;R$363.547,47;50%;05/05/2026;07/05/2026;R$ 181.773,74;R$ 5.453,21;R$ 9.088,69;R$ 9.088,69;R$ 9.088,69;R$ 214.493,01;R$ 149.054,46;69,49%;85;VERDE
0001748-86.2015.5.02.0058;Sorocaba;SP;Terreno com edificação residencial;Rua João Luiz Vieira Tavares, 1147, Jardim São Lourenzo (ou São Conrado);R$350.000,00;40%;25/06/2026;25/06/2026;R$ 140.000,00;R$ 4.200,00;R$ 7.000,00;R$ 7.000,00;R$ 7.000,00;R$ 165.200,00;R$ 184.800,00;111,86%;85;VERDE
0100061-60.2024.5.01.0522;Mangaratiba;RJ;Apartamento;Avenida A, Lote 01, Quadra A, Condomínio Condado Aldeia dos Reis, Bloco 03, Apartamento 104, Loteamento Aldeia dos Reis, Sahy, Mangaratiba/RJ;R$350.000,00;55%;27/04/2026;28/04/2026;R$ 192.500,00;R$ 5.775,00;R$ 9.625,00;R$ 9.625,00;R$ 9.625,00;R$ 227.150,00;R$ 122.850,00;54,08%;60;AMARELO
0001696-57.2014.5.06.0012;RECIFE;PE;Apartamento;Rua José Bonifácio, 1356, apt 1002 Bloco D, Torre;R$350.000,00;60%;13/07/2026;13/07/2026;R$ 210.000,00;R$ 6.300,00;R$ 10.500,00;R$ 10.500,00;R$ 10.500,00;R$ 247.800,00;R$ 102.200,00;41,24%;65;AMARELO
5000378-07.2025.8.13.0049;Baependi;MG;Peças Automotivas;Avenida Juscelino Kubitschek, 508, Centro, Baependi/MG;R$346.888,00;50%;07/05/2026;30/07/2026;R$ 173.444,00;R$ 5.203,32;R$ 8.672,20;R$ 8.672,20;R$ 8.672,20;R$ 204.663,92;R$ 142.224,08;69,49%;85;VERDE
0037257-53.2015.8.16.0021;Mamborê;PR;Lote de Terras;"LOTE DE TERRAS ""G"", fração destacada de maior porção do imóvel ""Tricolor"" da Gleba nº8, da Colônia Goio-Bang, município de Mamborê, Estado do Paraná, com a área de 44,6 ha, objeto da matrícula nº 737 do Serviço de Registro de Imóveis de Mamborê/PR.";R$340.000,00;50%;04/05/2026;14/05/2026;R$ 170.000,00;R$ 5.100,00;R$ 8.500,00;R$ 8.500,00;R$ 8.500,00;R$ 200.600,00;R$ 139.400,00;69,49%;80;VERDE
0001855-65.2024.8.26.0101;Caçapava;SP;Veículo;Rua Jose Bonifácio, nº 174, Dep. Materiais Const. Ipiranga - Jardim Rafael - Caçapava/SP;R$340.000,00;60%;06/04/2026;29/04/2026;R$ 204.000,00;R$ 6.120,00;R$ 10.200,00;R$ 10.200,00;R$ 10.200,00;R$ 240.720,00;R$ 99.280,00;41,24%;80;VERDE
0007942-54.2019.8.26.0152;Cotia;SP;Apartamento;RUA MARIA JOSÉ CELESTINO SAAD, Nº 245, JARDIM ISIS, COTIA - SP, CEP 06719-429;R$335.081,00;50%;16/03/2026;26/03/2026;R$ 167.540,50;R$ 5.026,22;R$ 8.377,03;R$ 8.377,03;R$ 8.377,03;R$ 197.697,79;R$ 137.383,21;69,49%;20;VERMELHO
5007265-12.2025.8.13.0112;Campo Belo;MG;Lote de terreno;Lote de terreno de nº 343, da quadra V, bairro Jardim Alvorada, Campo Belo/MG;R$300.000,00;80%;13/03/2026;13/04/2026;R$ 240.000,00;R$ 7.200,00;R$ 12.000,00;R$ 12.000,00;R$ 12.000,00;R$ 283.200,00;R$ 16.800,00;5,93%;80;VERDE
0100686-54.2025.5.01.0039;Rio de Janeiro;RJ;Salão Comercial;Salão 1601 do Prédio na Rua São Bento nº 8, com direito a 10 vagas indiscriminadas de garagem, na freguesia de Santa Rita;R$300.000,00;60%;08/06/2026;16/06/2026;R$ 180.000,00;R$ 5.400,00;R$ 9.000,00;R$ 9.000,00;R$ 9.000,00;R$ 212.400,00;R$ 87.600,00;41,24%;65;AMARELO
0101131-64.2024.5.01.0053;Rio de Janeiro;RJ;Equipamento;Estrada do Galeão, 1833, Sala 201, Jardim Guanabara, Rio de Janeiro/RJ - CEP: 21931-385;R$300.000,00;30%;27/04/2026;29/04/2026;R$ 90.000,00;R$ 2.700,00;R$ 4.500,00;R$ 4.500,00;R$ 4.500,00;R$ 106.200,00;R$ 193.800,00;182,49%;95;VERDE
0069900-56.2004.5.12.0039;Brusque;SC;Apartamento;Rua Projetada, denominada Rua 40, nº 71, Apartamento 21, Prédio Zenaide Terezinha, Residencial Villa Zenaide;R$280.000,00;60%;13/04/2026;27/05/2026;R$ 168.000,00;R$ 5.040,00;R$ 8.400,00;R$ 8.400,00;R$ 8.400,00;R$ 198.240,00;R$ 81.760,00;41,24%;70;AMARELO
0002712-65.2018.8.13.0560;Rio Vermelho;MG;Semoventes;Fazenda Mundo Velho, Zona Rural;R$276.000,00;60%;08/05/2026;08/05/2026;R$ 165.600,00;R$ 4.968,00;R$ 8.280,00;R$ 8.280,00;R$ 8.280,00;R$ 195.408,00;R$ 80.592,00;41,24%;75;AMARELO
1010566-86.2018.8.26.0510;Rio Claro;SP;Salão Comercial;Rua 2, 345, Distrito de Ajapi, Rio Claro/SP;R$256.317,13;50%;20/04/2026;13/05/2026;R$ 128.158,57;R$ 3.844,76;R$ 6.407,93;R$ 6.407,93;R$ 6.407,93;R$ 151.227,11;R$ 105.090,02;69,49%;65;AMARELO
0004126-26.1997.8.16.0019;Ponta Grossa;PR;Lote de Terreno;Lote de terreno nº 1, quadra 38, Vila São Francisco, Bairro de Uvaranas, com frente para a Rua Carlos de Carvalho, lado ímpar, e esquina com a Rua Felix Pacheco;R$250.000,00;50%;24/03/2026;31/03/2026;R$ 125.000,00;R$ 3.750,00;R$ 6.250,00;R$ 6.250,00;R$ 6.250,00;R$ 147.500,00;R$ 102.500,00;69,49%;90;VERDE
0251900-69.2002.5.02.0072;Avaré;SP;Casa em terreno;Rua Naufal Ignatius, nº 89, Residencial Nova Avaré, Avaré/SP;R$215.000,00;100%;25/06/2026;25/06/2026;R$ 215.000,00;R$ 6.450,00;R$ 10.750,00;R$ 10.750,00;R$ 10.750,00;R$ 253.700,00;-R$ 38.700,00;-15,25%;70;AMARELO
0000320-08.2024.5.06.0005;RECIFE;PE;Veículo;RUA DE APIPUCOS, 117, APTO. 2201, MONTEIRO;R$210.000,00;50%;14/03/2026;13/07/2026;R$ 105.000,00;R$ 3.150,00;R$ 5.250,00;R$ 5.250,00;R$ 5.250,00;R$ 123.900,00;R$ 86.100,00;69,49%;60;AMARELO
9274204-61.2003.8.13.0024;Belo Horizonte;MG;Sala Comercial;Av. Luiz Paulo Franco, nº 651, Belvedere, Belo Horizonte/MG;R$200.000,00;50%;13/03/2026;26/03/2026;R$ 100.000,00;R$ 3.000,00;R$ 5.000,00;R$ 5.000,00;R$ 5.000,00;R$ 118.000,00;R$ 82.000,00;69,49%;60;AMARELO
0000639-39.2004.8.16.0072;Santa Inês;PR;Casa;Rua Governador Munhoz da Rocha n.120 (esquina c/ a rua Joaquim Campos – esquina da Praça Central da Igreja Matriz) – centro na cidade de Santa Inês;R$193.095,54;50%;13/03/2026;31/03/2026;R$ 96.547,77;R$ 2.896,43;R$ 4.827,39;R$ 4.827,39;R$ 4.827,39;R$ 113.926,37;R$ 79.169,17;69,49%;75;AMARELO
5000955-90.2023.8.13.0166;Cláudio;MG;Terreno;Rua Expedicionário José Cordeiro, s/n (próximo ao número 220), Parque Industrial Marcelino Corradi;R$189.510,56;60%;02/04/2026;23/04/2026;R$ 113.706,34;R$ 3.411,19;R$ 5.685,32;R$ 5.685,32;R$ 5.685,32;R$ 134.173,48;R$ 55.337,08;41,24%;73;AMARELO
0004629-12.2021.8.25.0001;Aracaju;SE;Terreno;"RUA ""P"", QUADRA ""L"", LOTEAMENTO AQUARIUS 2ª ETAPA, NESTA CAPITAL";R$180.000,00;50%;09/04/2026;23/04/2026;R$ 90.000,00;R$ 2.700,00;R$ 4.500,00;R$ 4.500,00;R$ 4.500,00;R$ 106.200,00;R$ 73.800,00;69,49%;40;VERMELHO
0021049-41.2017.8.13.0624;Varzelândia;MG;Imóvel rural;Lagoinha, antiga Fazenda Arapuá, distrito de Campo Redondo, Varzelândia - MG;R$175.305,78;50%;30/03/2026;06/04/2026;R$ 87.652,89;R$ 2.629,59;R$ 4.382,64;R$ 4.382,64;R$ 4.382,64;R$ 103.430,41;R$ 71.875,37;69,49%;75;AMARELO
0001347-84.2024.5.09.0088;Curitiba;PR;Lote de terreno com construção;Rua Tenente Tito Teixeira de Castro, Lote 15, Quadra 84, Loteamento Fazenda Boqueirão, Boqueirão;R$170.000,00;50%;07/04/2026;16/04/2026;R$ 85.000,00;R$ 2.550,00;R$ 4.250,00;R$ 4.250,00;R$ 4.250,00;R$ 100.300,00;R$ 69.700,00;69,49%;45;VERMELHO
0001347-84.2024.5.09.0088;Curitiba;PR;Casa;Rua Tenente Tito Teixeira de Castro, Lote 15, Quadra 84, Loteamento Fazenda Boqueirão, Boqueirão;R$170.000,00;50%;07/04/2026;14/05/2026;R$ 85.000,00;R$ 2.550,00;R$ 4.250,00;R$ 4.250,00;R$ 4.250,00;R$ 100.300,00;R$ 69.700,00;69,49%;40;VERMELHO
0010257-11.2020.5.03.0023;Belo Horizonte;MG;Máquina;Rua Paracatu, 304, 3º andar, Barro Preto, Belo Horizonte;R$160.000,00;50%;06/05/2026;20/05/2026;R$ 80.000,00;R$ 2.400,00;R$ 4.000,00;R$ 4.000,00;R$ 4.000,00;R$ 94.400,00;R$ 65.600,00;69,49%;90;VERDE
0002099-64.2014.8.13.0405;Abaeté;MG;Casa e Terreno;Rua 01, Povoado Paredão, Abaeté/MG;R$158.069,99;50%;23/03/2026;24/08/2026;R$ 79.035,00;R$ 2.371,05;R$ 3.951,75;R$ 3.951,75;R$ 3.951,75;R$ 93.261,29;R$ 64.808,70;69,49%;70;AMARELO
0004134-17.2021.8.16.0098;Carlópolis;PR;Terreno;Rua Dois, Lote 11, Quadra C, Bairro Vista Bela;R$156.294,70;50%;26/05/2026;26/05/2026;R$ 78.147,35;R$ 2.344,42;R$ 3.907,37;R$ 3.907,37;R$ 3.907,37;R$ 92.213,87;R$ 64.080,83;69,49%;60;AMARELO
5001277-18.2022.8.13.0208;Minduri;MG;Casa;Rua Pernambuco, nº 201, Centro, Minduri/MG;R$154.000,00;50%;27/04/2026;27/04/2026;R$ 77.000,00;R$ 2.310,00;R$ 3.850,00;R$ 3.850,00;R$ 3.850,00;R$ 90.860,00;R$ 63.140,00;69,49%;45;VERMELHO
0003090-70.2021.8.16.0030;Foz do Iguaçu;PR;Lote de Terras Urbano;Avenida Parana nº 189, Foz do Iguaçu, PR;R$150.000,00;50%;13/04/2026;14/04/2026;R$ 75.000,00;R$ 2.250,00;R$ 3.750,00;R$ 3.750,00;R$ 3.750,00;R$ 88.500,00;R$ 61.500,00;69,49%;90;VERDE
0000943-17.2021.5.06.0122;OLINDA;PE;Veículo;Av. Fagundes Varela, 2905, Jardim Altântico, Oficina Maranelo;R$150.000,00;50%;14/03/2026;13/07/2026;R$ 75.000,00;R$ 2.250,00;R$ 3.750,00;R$ 3.750,00;R$ 3.750,00;R$ 88.500,00;R$ 61.500,00;69,49%;55;VERMELHO
0000943-17.2021.5.06.0122;OLINDA;PE;Veículo;Av. Fagundes Varel, 2905, Jardim Altântico, Oficina Maranelo;R$150.000,00;50%;13/03/2026;13/07/2026;R$ 75.000,00;R$ 2.250,00;R$ 3.750,00;R$ 3.750,00;R$ 3.750,00;R$ 88.500,00;R$ 61.500,00;69,49%;60;AMARELO
0006167-82.2011.8.13.0657;Senador Firmino;MG;Parte de Terreno Rural;zona rural denominada Dutra;R$150.000,00;60%;16/04/2026;30/04/2026;R$ 90.000,00;R$ 2.700,00;R$ 4.500,00;R$ 4.500,00;R$ 4.500,00;R$ 106.200,00;R$ 43.800,00;41,24%;70;AMARELO
0000815-87.2023.5.09.0010;Curitiba;PR;Equipamentos;N/D;R$148.710,00;50%;07/04/2026;16/04/2026;R$ 74.355,00;R$ 2.230,65;R$ 3.717,75;R$ 3.717,75;R$ 3.717,75;R$ 87.738,90;R$ 60.971,10;69,49%;90;VERDE
0000815-87.2023.5.09.0010;Curitiba;PR;Equipamentos;Não se aplica;R$148.710,00;50%;07/04/2026;16/04/2026;R$ 74.355,00;R$ 2.230,65;R$ 3.717,75;R$ 3.717,75;R$ 3.717,75;R$ 87.738,90;R$ 60.971,10;69,49%;90;VERDE
0000815-87.2023.5.09.0010;CURITIBA;PR;Bens Móveis;N/D;R$148.710,00;50%;07/04/2026;16/04/2026;R$ 74.355,00;R$ 2.230,65;R$ 3.717,75;R$ 3.717,75;R$ 3.717,75;R$ 87.738,90;R$ 60.971,10;69,49%;90;VERDE
0000815-87.2023.5.09.0010;CURITIBA;PR;Bens Móveis (Equipamentos Eletrônicos);Localização a ser verificada com o fiel depositário;R$148.710,00;100%;07/04/2026;16/04/2026;R$ 148.710,00;R$ 4.461,30;R$ 7.435,50;R$ 7.435,50;R$ 7.435,50;R$ 175.477,80;-R$ 26.767,80;-15,25%;80;VERDE
5000900-84.2025.8.13.0097;Conceição dos Ouros;MG;Veículo;Rua Delegado Manoel Pereira Pinto, 181, Bairro Quilombo;R$146.730,00;50%;07/05/2026;07/05/2026;R$ 73.365,00;R$ 2.200,95;R$ 3.668,25;R$ 3.668,25;R$ 3.668,25;R$ 86.570,70;R$ 60.159,30;69,49%;85;VERDE
