Processo;Cidade;Estado;Tipo;Endereço;Avaliação;% Leilão;Data Início;Data Fim;Arremate;ITBI (3%);Cartório (5%);Leiloeiro (5%);Honorários (5%);Custos;Lucro;ROI;Score;Status
0220102-98.2015.8.13.0518;Poços de Caldas;MG;Terreno Rural;Fazenda Rex, Poços de Caldas/MG;R$ 1.148.000,00;50%;17/03/2026;24/03/2026;R$ 574.000,00;R$ 17.220,00;R$ 28.700,00;R$ 28.700,00;R$ 28.700,00;R$ 677.320,00;R$ 470.680,00;69,49%;40;VERMELHO
0018104-63.2017.5.16.0005;Peri Mirim;MA;Propriedade Rural;Fazenda Sapucaia;R$ 1.051.158,41;50%;17/06/2026;17/06/2026;R$ 525.579,21;R$ 15.767,38;R$ 26.278,96;R$ 26.278,96;R$ 26.278,96;R$ 620.183,46;R$ 430.974,95;69,49%;40;VERMELHO
1000976-08.2015.5.02.0511;Santana de Parnaíba;SP;Casa;Alameda Formosa, nº 121, Fazenda Tamboré Residencial 2 - Parte A, Santana de Parnaíba/SP;R$ 1.000.000,00;50%;23/06/2026;23/06/2026;R$ 500.000,00;R$ 15.000,00;R$ 25.000,00;R$ 25.000,00;R$ 25.000,00;R$ 590.000,00;R$ 410.000,00;69,49%;50;VERMELHO
1001279-62.2023.5.02.0019;Cotia;SP;Terreno;Rua B, Lote nº 31, Quadra 03, Loteamento Outeiro de Pasargada, Cotia/SP;R$ 946.373,67;40%;25/06/2026;25/06/2026;R$ 378.549,47;R$ 11.356,48;R$ 18.927,47;R$ 18.927,47;R$ 18.927,47;R$ 446.688,37;R$ 499.685,30;111,86%;55;VERMELHO
0049300-33.2021.8.16.0014;Londrina;PR;Terreno;Rua Rubens Carrara s/nº, Jardim Tenerife, nesta cidade e Comarca de Londrina;R$ 901.575,28;50%;17/03/2026;17/03/2026;R$ 450.787,64;R$ 13.523,63;R$ 22.539,38;R$ 22.539,38;R$ 22.539,38;R$ 531.929,42;R$ 369.645,86;69,49%;80;VERDE
0005454-11.2018.8.16.0130;Paranavaí;PR;Casa;Lote I, Quadra 113-A, Loteamento Jardim São Jorge, Paranavaí, PR;R$ 426.519,82;50%;06/04/2026;06/04/2026;R$ 213.259,91;R$ 6.397,80;R$ 10.663,00;R$ 10.663,00;R$ 10.663,00;R$ 251.646,69;R$ 174.873,13;69,49%;47;VERMELHO
0000066-94.2003.8.26.0609;Taboão da Serra;SP;Apartamento;Rua Maria Mari nº 31, esquina com a Avenida José André de Moraes, nº 31, Jardim Monte Alegre, Taboão da Serra;R$ 318.781,14;60%;30/03/2026;22/04/2026;R$ 191.268,68;R$ 5.738,06;R$ 9.563,43;R$ 9.563,43;R$ 9.563,43;R$ 225.697,05;R$ 93.084,09;41,24%;30;VERMELHO
0002805-85.2016.8.16.0181;Guaramirim;SC;Prédio Comercial e Residencial;Rua Cláudio Tomaseli, nº 333, bairro Recanto Feliz;R$ 299.208,38;50%;16/04/2026;12/05/2026;R$ 149.604,19;R$ 4.488,13;R$ 7.480,21;R$ 7.480,21;R$ 7.480,21;R$ 176.532,94;R$ 122.675,44;69,49%;60;AMARELO
0021193-19.2010.8.26.0100;São Paulo;SP;Prédio e terreno;Rua Curuçá, nº 1190, 36º Subdistrito Vila Maria;R$ 257.500,00;50%;24/04/2026;27/05/2026;R$ 128.750,00;R$ 3.862,50;R$ 6.437,50;R$ 6.437,50;R$ 6.437,50;R$ 151.925,00;R$ 105.575,00;69,49%;80;VERDE
5003137-74.2021.8.13.0439;Eugenópolis;MG;Fazenda;Zona Rural São Lourenço de cima;R$ 220.000,00;75%;18/03/2026;07/04/2026;R$ 165.000,00;R$ 4.950,00;R$ 8.250,00;R$ 8.250,00;R$ 8.250,00;R$ 194.700,00;R$ 25.300,00;12,99%;90;VERDE
0037567-59.2015.8.16.0021;Glória de Dourados;MS;Imóvel Rural;7ª Linha, Lote Rural nº 07, Quadra nº 61;R$ 172.200,00;50%;10/04/2026;30/04/2026;R$ 86.100,00;R$ 2.583,00;R$ 4.305,00;R$ 4.305,00;R$ 4.305,00;R$ 101.598,00;R$ 70.602,00;69,49%;60;AMARELO
5009549-07.2023.8.13.0518;Poços de Caldas;MG;Casa;Avenida Padre Cletus Francis Cox, nº 777, Casa 71, Unidade 4, Condomínio Residencial Bosque das Araucárias, Chácara do Cortume;R$ 165.000,00;50%;27/04/2026;18/05/2026;R$ 82.500,00;R$ 2.475,00;R$ 4.125,00;R$ 4.125,00;R$ 4.125,00;R$ 97.350,00;R$ 67.650,00;69,49%;25;VERMELHO
3544957-15.2013.8.13.0024;Belo Horizonte;MG;Apartamento de cobertura;Rua dos Timbiras, nº 1364, apartamento 1802-A, Bairro Lourdes;R$ 160.000,00;50%;18/03/2026;30/04/2026;R$ 80.000,00;R$ 2.400,00;R$ 4.000,00;R$ 4.000,00;R$ 4.000,00;R$ 94.400,00;R$ 65.600,00;69,49%;55;VERMELHO
0100567-34.2023.5.01.0243;Niterói;RJ;Terreno;Estrada Francisco da Cruz Nunes, Lote A-2, Largo da Batalha, Niterói/RJ;R$ 160.000,00;69%;12/05/2026;19/05/2026;R$ 110.000,00;R$ 3.300,00;R$ 5.500,00;R$ 5.500,00;R$ 5.500,00;R$ 129.800,00;R$ 30.200,00;23,27%;25;VERMELHO
0038830-16.2014.8.13.0193;Abadia dos Dourados;MG;Imóvel Rural;Fazenda Santa Clara, Distrito e Município de Abadia dos Dourados;R$ 144.783,81;50%;06/04/2026;07/12/2026;R$ 72.391,91;R$ 2.171,76;R$ 3.619,60;R$ 3.619,60;R$ 3.619,60;R$ 85.422,45;R$ 59.361,36;69,49%;15;VERMELHO
0101581-11.2016.5.01.0207;Niterói;RJ;Casa;RUA DR. MANOEL GOMES XAVIER Nº 314, ITAIPU, NITERÓI/RJ, CEP: 24340-060;R$ 125.000,00;50%;08/06/2026;16/06/2026;R$ 62.500,00;R$ 1.875,00;R$ 3.125,00;R$ 3.125,00;R$ 3.125,00;R$ 73.750,00;R$ 51.250,00;69,49%;55;VERMELHO
0101581-11.2016.5.01.0207;Niterói;RJ;Casa;RUA DR. MANOEL GOMES XAVIER Nº 314 (CASA), ITAIPU, NITERÓI/RJ, CEP: 24340-060;R$ 125.000,00;50%;08/06/2026;16/06/2026;R$ 62.500,00;R$ 1.875,00;R$ 3.125,00;R$ 3.125,00;R$ 3.125,00;R$ 73.750,00;R$ 51.250,00;69,49%;45;VERMELHO
0101581-11.2016.5.01.0207;Niterói;RJ;Casa;RUA DR. MANOEL GOMES XAVIER Nº 314, ITAIPU, NITERÓI/RJ;R$ 125.000,00;50%;08/06/2026;16/06/2026;R$ 62.500,00;R$ 1.875,00;R$ 3.125,00;R$ 3.125,00;R$ 3.125,00;R$ 73.750,00;R$ 51.250,00;69,49%;70;AMARELO
0101581-11.2016.5.01.0207;Niterói;RJ;Casa;RUA DR. MANOEL GOMES XAVIER Nº 314 (CASA), ITAIPU, NITERÓI/RJ, CEP: 24340-060;R$ 125.000,00;50%;15/06/2026;16/06/2026;R$ 62.500,00;R$ 1.875,00;R$ 3.125,00;R$ 3.125,00;R$ 3.125,00;R$ 73.750,00;R$ 51.250,00;69,49%;45;VERMELHO
0152100-28.2002.5.02.0441;São Roque;SP;Terreno;Sítio Morro Grande ou Sitio Oliveira, Gleba nº 4, bairro Taipas de Pedras, entre os kms. 49 e 50 da Estrada de Rodagem São Paulo Sorocaba, São Roque/SP;R$ 100.536,00;50%;25/06/2026;25/06/2026;R$ 50.268,00;R$ 1.508,04;R$ 2.513,40;R$ 2.513,40;R$ 2.513,40;R$ 59.316,24;R$ 41.219,76;69,49%;45;VERMELHO
1000019-80.2015.5.02.0034;São Paulo;SP;Prédio e Terreno;Rua Mil e Oitocentos e Vinte e Dois, nº 602, no Ipiranga - 18º Subdistrito;R$ 900.000,00;40%;25/06/2026;25/06/2026;R$ 360.000,00;R$ 10.800,00;R$ 18.000,00;R$ 18.000,00;R$ 18.000,00;R$ 424.800,00;R$ 475.200,00;111,86%;70;AMARELO
0011180-06.2018.5.03.0153;Varginha;MG;Terreno;Lote B3, Bairro da Vargem, confrontante com Rua José Ferreira de Brito, Varginha/MG;R$ 85.000,00;50%;13/05/2026;13/05/2026;R$ 42.500,00;R$ 1.275,00;R$ 2.125,00;R$ 2.125,00;R$ 2.125,00;R$ 50.150,00;R$ 34.850,00;69,49%;10;VERMELHO
0011180-06.2018.5.03.0153;Varginha;MG;Lote;Lote B3, Bairro da Vargem, confrontante com Rua José Ferreira de Brito, Varginha, MG;R$ 85.000,00;50%;13/05/2026;13/05/2026;R$ 42.500,00;R$ 1.275,00;R$ 2.125,00;R$ 2.125,00;R$ 2.125,00;R$ 50.150,00;R$ 34.850,00;69,49%;25;VERMELHO
1000192-71.2017.5.02.0087;São Paulo;SP;Prédios Comerciais e Residenciais;Rua Guaicurus, 78, 80, 82 e 84, Água Branca, Lapa;R$ 73.000,00;50%;25/06/2026;25/06/2026;R$ 36.500,00;R$ 1.095,00;R$ 1.825,00;R$ 1.825,00;R$ 1.825,00;R$ 43.070,00;R$ 29.930,00;69,49%;40;VERMELHO
1001033-54.2016.5.02.0264;Diadema;SP;Casa;Rua Antonio Pott, 107;R$ 72.800,00;100%;25/06/2026;25/06/2026;R$ 72.800,00;R$ 2.184,00;R$ 3.640,00;R$ 3.640,00;R$ 3.640,00;R$ 85.904,00;-R$ 13.104,00;-15,25%;55;VERMELHO
0702774-26.2019.8.07.0001;Brasília;DF;Apartamento;Apartamento nº A-213, 2º Pavimento, Setor A, Lote 05 do Trecho 04 do SCE/SUL;R$ 65.000,00;50%;27/04/2026;29/04/2026;R$ 32.500,00;R$ 975,00;R$ 1.625,00;R$ 1.625,00;R$ 1.625,00;R$ 38.350,00;R$ 26.650,00;69,49%;70;AMARELO
0101888-83.2016.5.01.0491;Rio de Janeiro;RJ;Sala Comercial;Rua Jardim Botânico, 657, Sala 707, Jardim Botânico;R$ 650.000,00;81%;06/04/2026;07/04/2026;R$ 526.500,00;R$ 15.795,00;R$ 26.325,00;R$ 26.325,00;R$ 26.325,00;R$ 621.270,00;R$ 28.730,00;4,62%;60;AMARELO
0148000-24.2007.5.01.0072;Rio de Janeiro;RJ;Apartamento;Avenida Tim Maia, 7585, bl. 3, apto 305, Recreio dos Bandeirantes;R$ 60.000,00;50%;08/06/2026;16/06/2026;R$ 30.000,00;R$ 900,00;R$ 1.500,00;R$ 1.500,00;R$ 1.500,00;R$ 35.400,00;R$ 24.600,00;69,49%;70;AMARELO
0000088-69.2019.5.06.0005;RECIFE;PE;Apartamento;RUA SERINHAEM, 149, AP 1001, BOA VIAGEM, RECIFE/PE, CEP: 51021-000;R$ 55.000,00;30%;18/03/2026;29/06/2026;R$ 16.500,00;R$ 495,00;R$ 825,00;R$ 825,00;R$ 825,00;R$ 19.470,00;R$ 35.530,00;182,49%;50;VERMELHO
0000088-69.2019.5.06.0005;Recife;PE;Apartamento;Rua Serinhaém, 149, Apartamento 1001, Boa Viagem, Recife, PE, CEP 51021-000;R$ 55.000,00;60%;18/03/2026;29/06/2026;R$ 33.000,00;R$ 990,00;R$ 1.650,00;R$ 1.650,00;R$ 1.650,00;R$ 38.940,00;R$ 16.060,00;41,24%;60;AMARELO
0001792-05.2015.5.02.0059;Paranapanema;SP;Casa;Rua 84, Lote 19, Quadra FO, Loteamento Terras de Santa Cristina - Gleba V, Paranapanema/SP;R$ 55.000,00;40%;25/06/2026;25/06/2026;R$ 22.000,00;R$ 660,00;R$ 1.100,00;R$ 1.100,00;R$ 1.100,00;R$ 25.960,00;R$ 29.040,00;111,86%;85;VERDE
1001214-66.2018.5.02.0076;São Paulo;SP;Casa;Rua General Cândido de Almeida e Souza, nº 51, Vila Portugal, São Paulo-SP;R$ 50.000,00;40%;25/06/2026;25/06/2026;R$ 20.000,00;R$ 600,00;R$ 1.000,00;R$ 1.000,00;R$ 1.000,00;R$ 23.600,00;R$ 26.400,00;111,86%;55;VERMELHO
0001082-61.2023.5.06.0101;OLINDA;PE;CASA;AV PRESIDENTE KENNEDY, 2264, CASA, JARDIM BRASIL, OLINDA/PE, CEP:53.300-090;R$ 48.000,00;60%;18/03/2026;13/07/2026;R$ 28.800,00;R$ 864,00;R$ 1.440,00;R$ 1.440,00;R$ 1.440,00;R$ 33.984,00;R$ 14.016,00;41,24%;55;VERMELHO
0001082-61.2023.5.06.0101;OLINDA;PE;CASA;AV PRESIDENTE KENNEDY, 2264, JARDIM BRASIL;R$ 48.000,00;60%;18/03/2026;13/07/2026;R$ 28.800,00;R$ 864,00;R$ 1.440,00;R$ 1.440,00;R$ 1.440,00;R$ 33.984,00;R$ 14.016,00;41,24%;60;AMARELO
0001082-61.2023.5.06.0101;OLINDA;PE;Casa;AV PRESIDENTE KENNEDY, 2264, CASA, JARDIM BRASIL;R$ 48.000,00;60%;18/03/2026;13/07/2026;R$ 28.800,00;R$ 864,00;R$ 1.440,00;R$ 1.440,00;R$ 1.440,00;R$ 33.984,00;R$ 14.016,00;41,24%;50;VERMELHO
0013979-50.2016.8.16.0130;Paranavaí;PR;Casa;Rua Conrado Fancelli, nº 555, Jardim Progresso, Paranavaí - PR, CEP: 87701-210;R$ 38.000,00;50%;15/04/2026;05/05/2026;R$ 19.000,00;R$ 570,00;R$ 950,00;R$ 950,00;R$ 950,00;R$ 22.420,00;R$ 15.580,00;69,49%;90;VERDE
1000458-80.2015.5.02.0264;São Paulo;SP;Apartamento;Rua dos Carmelitas, 109, Apartamento 21 e 22, Sé;R$ 3.700.000,00;90%;25/06/2026;25/06/2026;R$ 3.330.000,00;R$ 99.900,00;R$ 166.500,00;R$ 166.500,00;R$ 166.500,00;R$ 3.929.400,00;-R$ 229.400,00;-5,84%;60;AMARELO
1000458-80.2015.5.02.0264;São Paulo;SP;Apartamentos;Rua dos Carmelitas nº 109, Sé, São Paulo/SP;R$ 3.700.000,00;90%;25/06/2026;25/06/2026;R$ 3.330.000,00;R$ 99.900,00;R$ 166.500,00;R$ 166.500,00;R$ 166.500,00;R$ 3.929.400,00;-R$ 229.400,00;-5,84%;60;AMARELO
0000116-40.2019.5.06.0101;RECIFE;PE;Salão Comercial;Rua José Bonifácio, nº 658, Torre;R$ 3.600.000,00;60%;18/03/2026;08/06/2026;R$ 2.160.000,00;R$ 64.800,00;R$ 108.000,00;R$ 108.000,00;R$ 108.000,00;R$ 2.548.800,00;R$ 1.051.200,00;41,24%;95;VERDE
1000283-60.2021.5.02.0431;São Bernardo do Campo;SP;Apartamento;Rua João Lotto, 25, Apto. 102, Centro;R$ 3.500.000,00;50%;25/06/2026;25/06/2026;R$ 1.750.000,00;R$ 52.500,00;R$ 87.500,00;R$ 87.500,00;R$ 87.500,00;R$ 2.065.000,00;R$ 1.435.000,00;69,49%;75;AMARELO
1000283-60.2021.5.02.0431;São Bernardo do Campo;SP;Apartamento;Rua João Lotto, 25, Apto. 102, Centro, São Bernardo do Campo/SP;R$ 3.500.000,00;50%;25/06/2026;25/06/2026;R$ 1.750.000,00;R$ 52.500,00;R$ 87.500,00;R$ 87.500,00;R$ 87.500,00;R$ 2.065.000,00;R$ 1.435.000,00;69,49%;70;AMARELO
0700330-88.2017.8.07.0001;Brasília;DF;Apartamento;QI 08, Bloco E, Apartamento 212, SRIA/GUARÁ;R$ 3.150.000,00;70%;28/04/2026;30/04/2026;R$ 2.205.000,00;R$ 66.150,00;R$ 110.250,00;R$ 110.250,00;R$ 110.250,00;R$ 2.601.900,00;R$ 548.100,00;21,07%;65;AMARELO
1000353-44.2020.5.02.0421;Guarujá;SP;Apartamento;Avenida Venezuela, nº 751, apto 21, Cidade Atlântica, Guarujá/SP;R$ 3.000.000,00;80%;25/06/2026;25/06/2026;R$ 2.400.000,00;R$ 72.000,00;R$ 120.000,00;R$ 120.000,00;R$ 120.000,00;R$ 2.832.000,00;R$ 168.000,00;5,93%;70;AMARELO
0001628-15.2012.5.02.0263;Campos do Jordão;SP;Terreno;Rua Annita Montesi Rodrigues (Antiga Rua “B”), Recanto das Araucárias;R$ 3.000.000,00;80%;25/06/2026;25/06/2026;R$ 2.400.000,00;R$ 72.000,00;R$ 120.000,00;R$ 120.000,00;R$ 120.000,00;R$ 2.832.000,00;R$ 168.000,00;5,93%;65;AMARELO
0000088-69.2019.5.06.0005;Recife;PE;Apartamento;Rua Serinhaém, 149, Boa Viagem, Recife, PE;R$ 2.750.000,00;60%;17/03/2026;29/06/2026;R$ 1.650.000,00;R$ 49.500,00;R$ 82.500,00;R$ 82.500,00;R$ 82.500,00;R$ 1.947.000,00;R$ 803.000,00;41,24%;65;AMARELO
0001241-04.2014.5.02.0045;Presidente Alves;SP;Casa Residencial e Terreno;Rua Antônio Moura Torres nº 360, Jardim Colina do Sol;R$ 2.400.000,00;90%;25/06/2026;25/06/2026;R$ 2.160.000,00;R$ 64.800,00;R$ 108.000,00;R$ 108.000,00;R$ 108.000,00;R$ 2.548.800,00;-R$ 148.800,00;-5,84%;5;VERMELHO
0725402-72.2020.8.07.0001;Brasília;DF;Veículo;Não informado;R$ 2.235.000,00;60%;28/04/2026;30/04/2026;R$ 1.341.000,00;R$ 40.230,00;R$ 67.050,00;R$ 67.050,00;R$ 67.050,00;R$ 1.582.380,00;R$ 652.620,00;41,24%;80;VERDE
0012188-55.2020.8.16.0017;Ivatuba;PR;Chácara;Chácara nº 08, CONDOMÍNIO BARRA DO IVAÍ – CONDOMINIO DE PESCA E LAZER;R$ 2.200.000,00;50%;19/03/2026;26/03/2026;R$ 1.100.000,00;R$ 33.000,00;R$ 55.000,00;R$ 55.000,00;R$ 55.000,00;R$ 1.298.000,00;R$ 902.000,00;69,49%;80;VERDE
0000179-65.2001.8.16.0134;Pinhão;PR;Veículo;Rua Rui Barbosa, em frente ao n° 238;R$ 1.990.642,00;50%;04/05/2026;05/05/2026;R$ 995.321,00;R$ 29.859,63;R$ 49.766,05;R$ 49.766,05;R$ 49.766,05;R$ 1.174.478,78;R$ 816.163,22;69,49%;95;VERDE
5001354-65.2024.8.13.0205;Cristina;MG;Casa;Rua Dr. Silvestre Ferraz, nº 40, Cristina/MG;R$ 1.800.000,00;50%;06/05/2026;06/05/2026;R$ 900.000,00;R$ 27.000,00;R$ 45.000,00;R$ 45.000,00;R$ 45.000,00;R$ 1.062.000,00;R$ 738.000,00;69,49%;55;VERMELHO
1000208-33.2022.5.02.0254;Santa Lúcia;SP;Casa;Rua Umberto Grigolato, 120-A, Lote 165, Quadra 06, Jardim Nova Santa Lúcia, Santa Lúcia/SP;R$ 1.555.600,00;50%;25/06/2026;25/06/2026;R$ 777.800,00;R$ 23.334,00;R$ 38.890,00;R$ 38.890,00;R$ 38.890,00;R$ 917.804,00;R$ 637.796,00;69,49%;60;AMARELO
0008676-58.2016.8.16.0129;Paranaguá;PR;Apartamento;Rua Tertulina da Cruz dos Santos, nº 574, Paranaguá;R$ 1.500.000,00;50%;19/03/2026;26/03/2026;R$ 750.000,00;R$ 22.500,00;R$ 37.500,00;R$ 37.500,00;R$ 37.500,00;R$ 885.000,00;R$ 615.000,00;69,49%;25;VERMELHO
0000869-20.2015.5.02.0401;Praia Grande;SP;Caminhonete;Avenida Presidente Kennedy, 12.238, Caiçara, Praia Grande/SP;R$ 1.385.000,00;50%;25/06/2026;25/06/2026;R$ 692.500,00;R$ 20.775,00;R$ 34.625,00;R$ 34.625,00;R$ 34.625,00;R$ 817.150,00;R$ 567.850,00;69,49%;65;AMARELO
1781284-14.2010.8.13.0024;BELO HORIZONTE;MG;Apartamento;Rua dos Comanches, 685, Santa Mônica, Belo Horizonte/MG;R$ 1.200.000,00;101%;17/03/2026;29/04/2026;R$ 1.206.240,00;R$ 36.187,20;R$ 60.312,00;R$ 60.312,00;R$ 60.312,00;R$ 1.423.363,20;-R$ 223.363,20;-15,69%;25;VERMELHO
1506223-40.2023.8.26.0566;São Carlos;SP;Terreno;Rua 01, Lote 03, Quadra 02, Loteamento Jardim Social Belvedere, Bela Vista (atualmente Farol), São Carlos/SP;R$ 1.000.000,00;50%;17/04/2026;13/05/2026;R$ 500.000,00;R$ 15.000,00;R$ 25.000,00;R$ 25.000,00;R$ 25.000,00;R$ 590.000,00;R$ 410.000,00;69,49%;25;VERMELHO
0101523-16.2024.5.01.0243;Niterói;RJ;Bens Móveis (Desktops e Monitores);Avenida Amaral Peixoto, 455, Sala 1401, Centro;R$ 910.000,00;50%;12/05/2026;19/05/2026;R$ 455.000,00;R$ 13.650,00;R$ 22.750,00;R$ 22.750,00;R$ 22.750,00;R$ 536.900,00;R$ 373.100,00;69,49%;95;VERDE
0100438-71.2020.5.01.0263;Niterói;RJ;Veículo;AVENIDA QUINTINO BOCAIUVA, 233, BLOCO 01, COBERTURA 06, SAO FRANCISCO, NITEROI/RJ - CEP: 24360-022;R$ 834.000,00;50%;08/06/2026;16/06/2026;R$ 417.000,00;R$ 12.510,00;R$ 20.850,00;R$ 20.850,00;R$ 20.850,00;R$ 492.060,00;R$ 341.940,00;69,49%;90;VERDE
0100438-71.2020.5.01.0263;Niterói;RJ;Veículo;AVENIDA QUINTINO BOCAIUVA, 233, BLOCO 01, COBERTURA 06, SAO FRANCISCO, NITEROI/RJ - CEP: 24360-022;R$ 834.000,00;50%;08/06/2026;16/06/2026;R$ 417.000,00;R$ 12.510,00;R$ 20.850,00;R$ 20.850,00;R$ 20.850,00;R$ 492.060,00;R$ 341.940,00;69,49%;45;VERMELHO
0100438-71.2020.5.01.0263;Niterói;RJ;Veículo;AVENIDA QUINTINO BOCAIUVA, 233, BLOCO 01, COBERTURA 06, SAO FRANCISCO;R$ 834.000,00;50%;08/06/2026;16/06/2026;R$ 417.000,00;R$ 12.510,00;R$ 20.850,00;R$ 20.850,00;R$ 20.850,00;R$ 492.060,00;R$ 341.940,00;69,49%;45;VERMELHO
0100478-71.2020.5.01.0063;Rio de Janeiro;RJ;Bem Móvel - Câmara Frigorífica;Rua Felipe Camarão, 10, Vila Isabel, Rio de Janeiro-RJ;R$ 550.000,00;50%;08/06/2026;16/06/2026;R$ 275.000,00;R$ 8.250,00;R$ 13.750,00;R$ 13.750,00;R$ 13.750,00;R$ 324.500,00;R$ 225.500,00;69,49%;70;AMARELO
0001640-77.2002.8.13.0439;Muriaé;MG;Veículo;Rua Professor Geraldo Starling, nº 303, Bairro São Francisco, CEP: 36881-023;R$ 540.000,00;75%;18/03/2026;15/05/2026;R$ 405.000,00;R$ 12.150,00;R$ 20.250,00;R$ 20.250,00;R$ 20.250,00;R$ 477.900,00;R$ 62.100,00;12,99%;70;AMARELO
0000959-06.2024.5.10.0105;Taguatinga;DF;Bens Móveis;QNP 09, CJ B, CASA 13 - CEILÂNDIA/DF;R$ 501.000,00;50%;25/03/2026;07/04/2026;R$ 250.500,00;R$ 7.515,00;R$ 12.525,00;R$ 12.525,00;R$ 12.525,00;R$ 295.590,00;R$ 205.410,00;69,49%;85;VERDE
