Processo;Cidade;Estado;Tipo;Endereço;Avaliação;% Leilão;Data Início;Data Fim;Arremate;ITBI (3%);Cartório (5%);Leiloeiro (5%);Honorários (5%);Custos;Lucro;ROI;Score;Status
1001669-83.2024.5.02.0023;Santo André;SP;Apartamento;Rua Vinte e Quatro de Fevereiro, nº 488, Bloco 2, Apartamento 181, Bairro Casa Branca;R$ 500.000,00;40%;25/06/2026;25/06/2026;R$ 200.000,00;R$ 6.000,00;R$ 10.000,00;R$ 10.000,00;R$ 10.000,00;R$ 236.000,00;R$ 264.000,00;111,86%;55;VERMELHO
1000862-50.2020.5.02.0202;Barueri;SP;Imóvel Comercial;Calçada das Magnólias, 62, Centro Comercial de Alphaville, Barueri/SP;R$ 450.000,00;50%;25/06/2026;25/06/2026;R$ 225.000,00;R$ 6.750,00;R$ 11.250,00;R$ 11.250,00;R$ 11.250,00;R$ 265.500,00;R$ 184.500,00;69,49%;50;VERMELHO
0001288-44.2012.5.02.0078;São Paulo;SP;Apartamento;Rua Bela Vista do Paraíso, 47, Apto. 32, Vila Palmeiras, Nossa Senhora do Ó;R$ 450.000,00;40%;25/06/2026;25/06/2026;R$ 180.000,00;R$ 5.400,00;R$ 9.000,00;R$ 9.000,00;R$ 9.000,00;R$ 212.400,00;R$ 237.600,00;111,86%;30;VERMELHO
1000502-32.2024.5.02.0443;São Paulo;SP;Escritório;Rua Vergueiro nº 1353, escritório nº 608, torre norte, Vila Mariana, São Paulo/SP;R$ 400.000,00;80%;25/06/2026;25/06/2026;R$ 320.000,00;R$ 9.600,00;R$ 16.000,00;R$ 16.000,00;R$ 16.000,00;R$ 377.600,00;R$ 22.400,00;5,93%;45;VERMELHO
0001198-03.2011.5.02.0262;Santo André;SP;Apartamento;Rua dos Capuchinhos, 181, Apartamento 81, Vila Guiomar, Santo André;R$ 400.000,00;70%;25/06/2026;25/06/2026;R$ 280.000,00;R$ 8.400,00;R$ 14.000,00;R$ 14.000,00;R$ 14.000,00;R$ 330.400,00;R$ 69.600,00;21,07%;55;VERMELHO
1001218-04.2017.5.02.0088;São Paulo;SP;Apartamento;Rua Engenheiro Guilherme Cristiano Frender, 443 - Apto 112 - 11º Andar - Bloco A - Vila Antonieta;R$ 390.000,00;40%;25/06/2026;25/06/2026;R$ 156.000,00;R$ 4.680,00;R$ 7.800,00;R$ 7.800,00;R$ 7.800,00;R$ 184.080,00;R$ 205.920,00;111,86%;35;VERMELHO
0033300-09.1990.5.02.0038;Guarulhos;SP;Salão Comercial;Rua Cristóvão Colombo, 210, antigo 615, Jardim Vila Galvão, Guarulhos/SP;R$ 380.000,00;50%;25/06/2026;25/06/2026;R$ 190.000,00;R$ 5.700,00;R$ 9.500,00;R$ 9.500,00;R$ 9.500,00;R$ 224.200,00;R$ 155.800,00;69,49%;10;VERMELHO
1001215-12.2022.5.02.0076;São Paulo;SP;Vaga de garagem;Rua Tabapuã, nº 1341, Jardim Paulista;R$ 375.000,00;40%;25/06/2026;25/06/2026;R$ 150.000,00;R$ 4.500,00;R$ 7.500,00;R$ 7.500,00;R$ 7.500,00;R$ 177.000,00;R$ 198.000,00;111,86%;40;VERMELHO
1000860-36.2020.5.02.0443;Santos;SP;Apartamento;Rua Padre Anchieta, 300 - Casa 02 - Macuco;R$ 340.000,00;75%;25/06/2026;25/06/2026;R$ 255.000,00;R$ 7.650,00;R$ 12.750,00;R$ 12.750,00;R$ 12.750,00;R$ 300.900,00;R$ 39.100,00;12,99%;55;VERMELHO
0053000-64.1996.5.02.0036;Itanhaém;SP;Casa;Avenida N, nº 2773 (lado morro) - Jardim Lindomar - Itanhaém/SP;R$ 300.000,00;60%;25/06/2026;25/06/2026;R$ 180.000,00;R$ 5.400,00;R$ 9.000,00;R$ 9.000,00;R$ 9.000,00;R$ 212.400,00;R$ 87.600,00;41,24%;95;VERDE
1000082-44.2018.5.02.0085;Bady Bassit;SP;Trator;Avenida Marginal, Rodovia BR-153, km 75;R$ 270.000,00;70%;25/06/2026;25/06/2026;R$ 189.000,00;R$ 5.670,00;R$ 9.450,00;R$ 9.450,00;R$ 9.450,00;R$ 223.020,00;R$ 46.980,00;21,07%;40;VERMELHO
0096000-59.2008.5.02.0080;Boituva;SP;Terreno;Lote 05, Quadra 07, Rua Quatro (04), Residencial Haras Ingá Mirim, Bairro Santo Antônio Velho, Boituva/SP, CEP: 18550-000;R$ 250.000,00;85%;25/06/2026;25/06/2026;R$ 212.500,00;R$ 6.375,00;R$ 10.625,00;R$ 10.625,00;R$ 10.625,00;R$ 250.750,00;-R$ 750,00;-0,30%;85;VERDE
0230500-60.1997.5.02.0464;Taboão da Serra;SP;Apartamento;Rua Helena Moraes de Oliveira, nº 691, Bloco 14, apartamento 27, Conjunto Residencial Serra Verde;R$ 240.000,00;90%;25/06/2026;25/06/2026;R$ 216.000,00;R$ 6.480,00;R$ 10.800,00;R$ 10.800,00;R$ 10.800,00;R$ 254.880,00;-R$ 14.880,00;-5,84%;90;VERDE
0001043-38.2011.5.02.0411;Ribeirão Pires;SP;Casa;Rua Benjamin Constant, 411, Centro Alto;R$ 238.000,00;70%;25/06/2026;25/06/2026;R$ 166.600,00;R$ 4.998,00;R$ 8.330,00;R$ 8.330,00;R$ 8.330,00;R$ 196.588,00;R$ 41.412,00;21,07%;70;AMARELO
0434300-15.2003.5.02.0202;Ibiúna;SP;Terreno;Rua Lagoa dos Patos, s/n.º, quadra 7, lote 9, Center Cocais II (Paruru);R$ 214.880,00;40%;25/06/2026;25/06/2026;R$ 85.952,00;R$ 2.578,56;R$ 4.297,60;R$ 4.297,60;R$ 4.297,60;R$ 101.423,36;R$ 113.456,64;111,86%;45;VERMELHO
1002018-50.2019.5.02.0221;Cajamar;SP;Pedra Brita;Rodovia Anhanguera, km 33, Bairro Sayon;R$ 212.500,00;50%;07/05/2026;07/05/2026;R$ 106.250,00;R$ 3.187,50;R$ 5.312,50;R$ 5.312,50;R$ 5.312,50;R$ 125.375,00;R$ 87.125,00;69,49%;55;VERMELHO
0088700-22.2004.5.02.0004;São Paulo;SP;Apartamento;Av. Giovani Gronchi, nº 6675, apto 64, Vila Andrade, São Paulo/SP;R$ 205.000,00;60%;25/06/2026;25/06/2026;R$ 123.000,00;R$ 3.690,00;R$ 6.150,00;R$ 6.150,00;R$ 6.150,00;R$ 145.140,00;R$ 59.860,00;41,24%;30;VERMELHO
1002004-75.2024.5.02.0032;São Paulo;SP;Apartamento;Avenida Angélica, 2121, Apartamento 83, 8º andar, Edifício Brasília, Consolação;R$ 200.000,00;40%;25/06/2026;25/06/2026;R$ 80.000,00;R$ 2.400,00;R$ 4.000,00;R$ 4.000,00;R$ 4.000,00;R$ 94.400,00;R$ 105.600,00;111,86%;25;VERMELHO
1000328-07.2023.5.02.0492;Suzano;SP;Apartamento;Rua José Guilherme Pagnani, 595, Apartamento 28, Bloco D, Vila Figueira, Suzano/SP;R$ 170.000,00;40%;25/06/2026;25/06/2026;R$ 68.000,00;R$ 2.040,00;R$ 3.400,00;R$ 3.400,00;R$ 3.400,00;R$ 80.240,00;R$ 89.760,00;111,86%;95;VERDE
0094500-98.1996.5.02.0040;São Paulo;SP;Terreno com benfeitorias;Rua da Estilística, nº 3 - Jardim Orban - São Paulo/SP;R$ 138.111,11;40%;25/06/2026;25/06/2026;R$ 55.244,44;R$ 1.657,33;R$ 2.762,22;R$ 2.762,22;R$ 2.762,22;R$ 65.188,44;R$ 72.922,67;111,86%;55;VERMELHO
1000823-92.2016.5.02.0008;São Paulo;SP;Terreno;Rua Filodemo, 206, Lote 20 B, Quadra 02, Jardim São Pedro (Zona Sul);R$ 133.090,45;50%;25/06/2026;25/06/2026;R$ 66.545,23;R$ 1.996,36;R$ 3.327,26;R$ 3.327,26;R$ 3.327,26;R$ 78.523,37;R$ 54.567,08;69,49%;95;VERDE
1002220-40.2017.5.02.0013;Igaraçu do Tietê;SP;Terreno;Av.Governador Doutor Roberto Costa de Abreu Sodré, lotes 6 e 8, quadra F, Vila Manoel Rayes, Igaraçu do Tietê/SP;R$ 100.000,00;50%;25/06/2026;25/06/2026;R$ 50.000,00;R$ 1.500,00;R$ 2.500,00;R$ 2.500,00;R$ 2.500,00;R$ 59.000,00;R$ 41.000,00;69,49%;90;VERDE
0000592-28.2013.5.02.0254;São Paulo;SP;Vaga de Garagem;Alameda Lorena, nº 829, vaga nº 09, no 28º Subdistrito-Jardim Paulista, São Paulo/SP;R$ 100.000,00;60%;25/06/2026;25/06/2026;R$ 60.000,00;R$ 1.800,00;R$ 3.000,00;R$ 3.000,00;R$ 3.000,00;R$ 70.800,00;R$ 29.200,00;41,24%;45;VERMELHO
0000035-07.2014.5.02.0254;São Paulo;SP;Vaga de Garagem;Alameda Lorena, 829, Vaga nº 8, Subsolo, Edifício Lorraine, Jardim Paulista;R$ 90.000,00;70%;25/06/2026;25/06/2026;R$ 63.000,00;R$ 1.890,00;R$ 3.150,00;R$ 3.150,00;R$ 3.150,00;R$ 74.340,00;R$ 15.660,00;21,07%;50;VERMELHO
1000105-89.2019.5.02.0461;São Bernardo do Campo;SP;Vaga de Garagem;Rua das Flores, nº 85, apto 73, bloco 02, Jardim do Mar;R$ 75.000,00;40%;25/06/2026;25/06/2026;R$ 30.000,00;R$ 900,00;R$ 1.500,00;R$ 1.500,00;R$ 1.500,00;R$ 35.400,00;R$ 39.600,00;111,86%;40;VERMELHO
1001596-30.2022.5.02.0202;Barueri;SP;Veículo;Rua Sol, 263, Ap. 26, Bloco 3, Jardim Tupanci, Barueri/SP;R$ 75.000,00;30%;25/06/2026;25/06/2026;R$ 22.500,00;R$ 675,00;R$ 1.125,00;R$ 1.125,00;R$ 1.125,00;R$ 26.550,00;R$ 48.450,00;182,49%;65;AMARELO
0290100-28.2005.5.02.0077;São Paulo;SP;Vaga de garagem;Rua Apucarana, nº 1563, vaga nº 07, Tatuapé;R$ 68.000,00;60%;25/06/2026;25/06/2026;R$ 40.800,00;R$ 1.224,00;R$ 2.040,00;R$ 2.040,00;R$ 2.040,00;R$ 48.144,00;R$ 19.856,00;41,24%;40;VERMELHO
1000151-88.2022.5.02.0262;Guarulhos;SP;Vaga de Garagem;Avenida Guarulhos, n. 609, Vaga n. 267, Bloco C, Conjunto Residencial Ville Du France, Vila Vicentina;R$ 55.000,00;60%;25/06/2026;25/06/2026;R$ 33.000,00;R$ 990,00;R$ 1.650,00;R$ 1.650,00;R$ 1.650,00;R$ 38.940,00;R$ 16.060,00;41,24%;30;VERMELHO
1001209-52.2025.5.02.0382;Osasco;SP;Veículo;Rua Antônio Peres Paniagua, 100, Jardim São Pedro, Osasco/SP;R$ 43.000,00;30%;25/06/2026;25/06/2026;R$ 12.900,00;R$ 387,00;R$ 645,00;R$ 645,00;R$ 645,00;R$ 15.222,00;R$ 27.778,00;182,49%;55;VERMELHO
1000436-56.2021.5.02.0605;Ribeirão Preto;SP;Casa;Rua José Ventura, 201, Conjunto Habitacional Jardim Geraldo Correia de Carvalho;R$ 20.000,00;40%;25/06/2026;25/06/2026;R$ 8.000,00;R$ 240,00;R$ 400,00;R$ 400,00;R$ 400,00;R$ 9.440,00;R$ 10.560,00;111,86%;40;VERMELHO
1000064-51.2024.5.02.0040;São Paulo;SP;Bens Móveis;Avenida Comandante Antônio Paiva Sampaio, 599, Parque Vitória;R$ 16.400,00;20%;25/06/2026;25/06/2026;R$ 3.280,00;R$ 98,40;R$ 164,00;R$ 164,00;R$ 164,00;R$ 3.870,40;R$ 12.529,60;323,73%;90;VERDE
0248300-91.2000.5.02.0013;São Paulo;SP;Veículo;Rua Indiana, nº 510, apto 52, Brooklin, São Paulo/SP;R$ 15.000,00;30%;25/06/2026;25/06/2026;R$ 4.500,00;R$ 135,00;R$ 225,00;R$ 225,00;R$ 225,00;R$ 5.310,00;R$ 9.690,00;182,49%;80;VERDE
1002596-40.2024.5.02.0608;São Paulo;SP;Expositor Refrigerado;Rua José Greff Borba, 45, Pq. Santa Rita, São Paulo/SP;R$ 13.000,00;20%;25/06/2026;25/06/2026;R$ 2.600,00;R$ 78,00;R$ 130,00;R$ 130,00;R$ 130,00;R$ 3.068,00;R$ 9.932,00;323,73%;70;AMARELO
1000267-79.2019.5.02.0204;São Paulo;SP;Bens Móveis;Rua Junqueira, 520 - Chácara Flora;R$ 12.700,00;20%;25/06/2026;25/06/2026;R$ 2.540,00;R$ 76,20;R$ 127,00;R$ 127,00;R$ 127,00;R$ 2.997,20;R$ 9.702,80;323,73%;90;VERDE
1002038-26.2023.5.02.0601;São Paulo;SP;Bens Móveis;Rua Prates, nº 810, Bom Retiro, São Paulo/SP;R$ 12.000,00;50%;25/06/2026;25/06/2026;R$ 6.000,00;R$ 180,00;R$ 300,00;R$ 300,00;R$ 300,00;R$ 7.080,00;R$ 4.920,00;69,49%;85;VERDE
0113800-27.1999.5.02.0465;São Paulo;SP;Casa e Terreno;Rua Romeu Tarzia, nº 112, Jardim Seckler, 18º Subdistrito Ipiranga, São Paulo/SP;R$ 7.991,20;100%;25/06/2026;25/06/2026;R$ 7.991,20;R$ 239,74;R$ 399,56;R$ 399,56;R$ 399,56;R$ 9.429,62;-R$ 1.438,42;-15,25%;10;VERMELHO
1000474-50.2016.5.02.0021;São Paulo;SP;Imóvel;Não informado;R$ 0,00;0%;25/06/2026;25/06/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;35;VERMELHO
0037800-41.1995.5.02.0007;São Paulo;SP;Imóvel;Praça Isai Leiner, 124;R$ 0,00;0%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;25;VERMELHO
0096000-59.2008.5.02.0080;Boituva;SP;Imóvel;N/D;R$ 0,00;0%;25/06/2026;25/06/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;20;VERMELHO
1001169-44.2022.5.02.0263;Guarujá;SP;Imóvel;Não informado;R$ 0,00;0%;25/06/2026;25/06/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;30;VERMELHO
0002404-13.2014.5.02.0435;Santo André;SP;Não informado;Não informado;R$ 0,00;50%;11/06/2026;11/06/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;5;VERMELHO
0002404-13.2014.5.02.0435;Santo André;SP;N/D;N/D;R$ 0,00;0%;11/06/2026;11/06/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;20;VERMELHO
0002651-59.2013.5.02.0069;São Paulo;SP;Imóvel;Não informado no edital, apenas matrícula 22.761 no 17º Cartório de Registro de Imóveis de São Paulo.;R$ 0,00;0%;25/06/2026;25/06/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;30;VERMELHO
0002651-59.2013.5.02.0069;São Paulo;SP;Imóvel;N/D;R$ 0,00;0%;25/06/2026;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;80;VERDE
0002651-59.2013.5.02.0069;São Paulo;SP;Imóvel;N/D;R$ 0,00;50%;25/06/2026;25/06/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;30;VERMELHO
0002651-59.2013.5.02.0069;São Paulo;SP;Imóvel;Não informado;R$ 0,00;0%;25/06/2026;25/06/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;40;VERMELHO
0002651-59.2013.5.02.0069;São Paulo;SP;Imóvel;Não informado;R$ 0,00;0%;25/06/2026;25/06/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;55;VERMELHO
0002651-59.2013.5.02.0069;São Paulo;SP;Imóvel;Não informado;R$ 0,00;0%;25/06/2026;25/06/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;45;VERMELHO
0002651-59.2013.5.02.0069;São Paulo;SP;Imóvel;N/D;R$ 0,00;0%;25/06/2026;25/06/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;10;VERMELHO
0002651-59.2013.5.02.0069;São Paulo;SP;Imóvel;N/D;R$ 0,00;0%;25/06/2026;25/06/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;40;VERMELHO
0002651-59.2013.5.02.0069;São Paulo;SP;Não informado;Não informado;R$ 0,00;0%;25/06/2026;25/06/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;20;VERMELHO
0000410-86.2013.5.02.0401;Praia Grande;SP;N/D;N/D;R$ 0,00;0%;11/06/2026;11/06/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;0;VERMELHO
