Processo;Cidade;Estado;Tipo;Endereço;Avaliação;% Leilão;Data Início;Data Fim;Arremate;ITBI (3%);Cartório (5%);Leiloeiro (5%);Honorários (5%);Custos;Lucro;ROI;Score;Status
1000220-73.2019.5.02.0441;Jacareí;SP;Sítio;Sítio Vila Dulce, Bairro da Cachoeira, Jacareí/SP;R$ 1.900.000,00;60%;25/06/2026;25/06/2026;R$ 1.140.000,00;R$ 34.200,00;R$ 57.000,00;R$ 57.000,00;R$ 57.000,00;R$ 1.345.200,00;R$ 554.800,00;41,24%;80;VERDE
0004294-41.2013.5.02.0202;Barueri;SP;Terreno com benfeitorias;Rua Garça, nº 339, Jardim Califórnia, Barueri/SP;R$ 1.873.000,00;85%;14/07/2026;14/07/2026;R$ 1.592.050,00;R$ 47.761,50;R$ 79.602,50;R$ 79.602,50;R$ 79.602,50;R$ 1.878.619,00;-R$ 5.619,00;-0,30%;75;AMARELO
0164400-60.2006.5.02.0383;São Paulo;SP;Subsolo;Rua Dr. Vila Nova, 327, Vila Buarque, São Paulo/SP;R$ 1.502.550,00;50%;14/07/2026;14/07/2026;R$ 751.275,00;R$ 22.538,25;R$ 37.563,75;R$ 37.563,75;R$ 37.563,75;R$ 886.504,50;R$ 616.045,50;69,49%;80;VERDE
0172700-79.2000.5.02.0202;Barueri;SP;Casa;Rua Manilla, 79, Lote 06, Quadra R, Votupoca;R$ 1.500.000,00;70%;14/07/2026;14/07/2026;R$ 1.050.000,00;R$ 31.500,00;R$ 52.500,00;R$ 52.500,00;R$ 52.500,00;R$ 1.239.000,00;R$ 261.000,00;21,07%;45;VERMELHO
0000012-06.2014.5.02.0434;São Bernardo do Campo;SP;Prédios e Terrenos;Estrada Martim Afonso de Souza, nº 800/804, Rio Grande, São Bernardo do Campo/SP;R$ 1.170.000,00;40%;14/07/2026;14/07/2026;R$ 468.000,00;R$ 14.040,00;R$ 23.400,00;R$ 23.400,00;R$ 23.400,00;R$ 552.240,00;R$ 617.760,00;111,86%;25;VERMELHO
0001745-16.2010.5.02.0056;São Paulo;SP;Casa em terreno;Rua Surubim, 182 - Cidade Monções;R$ 1.045.000,00;100%;25/06/2026;25/06/2026;R$ 1.045.000,00;R$ 31.350,00;R$ 52.250,00;R$ 52.250,00;R$ 52.250,00;R$ 1.233.100,00;-R$ 188.100,00;-15,25%;65;AMARELO
0119300-71.2002.5.02.0044;São Paulo;SP;Prédio e Terreno;Rua Araré, nº 316, Chácara Inglesa, Saúde;R$ 1.000.000,00;40%;14/07/2026;14/07/2026;R$ 400.000,00;R$ 12.000,00;R$ 20.000,00;R$ 20.000,00;R$ 20.000,00;R$ 472.000,00;R$ 528.000,00;111,86%;90;VERDE
0000353-87.2014.5.02.0351;Jandira;SP;Aquecedor de Óleo Térmico;Via de Acesso João de Góes, 3001 - Jardim Alvorada;R$ 1.000.000,00;20%;14/07/2026;14/07/2026;R$ 200.000,00;R$ 6.000,00;R$ 10.000,00;R$ 10.000,00;R$ 10.000,00;R$ 236.000,00;R$ 764.000,00;323,73%;95;VERDE
0121800-18.2003.5.02.0031;São Bernardo do Campo;SP;Apartamento;Avenida Presidente Arthur Bernardes, 750, Apartamento 111, 11º Andar, Rudge Ramos;R$ 950.000,00;70%;23/06/2026;23/06/2026;R$ 665.000,00;R$ 19.950,00;R$ 33.250,00;R$ 33.250,00;R$ 33.250,00;R$ 784.700,00;R$ 165.300,00;21,07%;80;VERDE
1000813-34.2016.5.02.0045;São Paulo;SP;Casa e Terreno;Avenida Ultramarino, nº 185, Mandaqui, São Paulo/SP;R$ 870.000,00;40%;25/06/2026;25/06/2026;R$ 348.000,00;R$ 10.440,00;R$ 17.400,00;R$ 17.400,00;R$ 17.400,00;R$ 410.640,00;R$ 459.360,00;111,86%;10;VERMELHO
0154700-02.2006.5.02.0079;São Bernardo do Campo;SP;Casa;Rua Julia Ivak, 261, Jardim das Américas, São Bernardo do Campo/SP;R$ 850.000,00;40%;25/06/2026;25/06/2026;R$ 340.000,00;R$ 10.200,00;R$ 17.000,00;R$ 17.000,00;R$ 17.000,00;R$ 401.200,00;R$ 448.800,00;111,86%;45;VERMELHO
0001280-30.2013.5.02.0079;Itu;SP;Terreno com benfeitorias;Lote 05 da Quadra 10 A (com frente para a Avenida 01) - Loteamento Terras de Santa Maria II - Bairro Apotrebu - Itu/SP;R$ 800.000,00;95%;25/06/2026;25/06/2026;R$ 760.000,00;R$ 22.800,00;R$ 38.000,00;R$ 38.000,00;R$ 38.000,00;R$ 896.800,00;-R$ 96.800,00;-10,79%;75;AMARELO
1001547-96.2016.5.02.0008;São Paulo;SP;Apartamento;Rua Antônio Coruja, 166, Apto 74, Edifício Port Grimaud, Bom Retiro, São Paulo/SP;R$ 760.000,00;50%;14/07/2026;14/07/2026;R$ 380.000,00;R$ 11.400,00;R$ 19.000,00;R$ 19.000,00;R$ 19.000,00;R$ 448.400,00;R$ 311.600,00;69,49%;70;AMARELO
1001177-37.2024.5.02.0720;São Paulo;SP;Apartamento;Rua Manoel Antônio Pinto, nº 04, apartamento nº 32, Butantã/SP;R$ 750.000,00;40%;14/07/2026;14/07/2026;R$ 300.000,00;R$ 9.000,00;R$ 15.000,00;R$ 15.000,00;R$ 15.000,00;R$ 354.000,00;R$ 396.000,00;111,86%;40;VERMELHO
0271500-64.2009.5.02.0029;Osasco;SP;Nua Propriedade (Terreno com duas casas);Rua João Benedito da Silva, 172/182, Baronesa, Osasco/SP;R$ 700.000,00;40%;25/06/2026;25/06/2026;R$ 280.000,00;R$ 8.400,00;R$ 14.000,00;R$ 14.000,00;R$ 14.000,00;R$ 330.400,00;R$ 369.600,00;111,86%;20;VERMELHO
0179100-62.2007.5.02.0203;São Paulo;SP;Conjunto Comercial;Rua Maestro Cardim nº 1.251, no 9º Subdistrito – Vila Mariana;R$ 600.000,00;50%;14/07/2026;14/07/2026;R$ 300.000,00;R$ 9.000,00;R$ 15.000,00;R$ 15.000,00;R$ 15.000,00;R$ 354.000,00;R$ 246.000,00;69,49%;60;AMARELO
1001595-43.2022.5.02.0041;São Paulo;SP;Casa;Rua Antonia Felícia, nº 77, Vila Bonilha;R$ 600.000,00;30%;14/07/2026;14/07/2026;R$ 180.000,00;R$ 5.400,00;R$ 9.000,00;R$ 9.000,00;R$ 9.000,00;R$ 212.400,00;R$ 387.600,00;182,49%;25;VERMELHO
1000494-46.2023.5.02.0037;São Paulo;SP;Terreno;Rua Felício Bottino, 46, Jardim Santa Mônica, São Paulo/SP;R$ 600.000,00;50%;14/07/2026;14/07/2026;R$ 300.000,00;R$ 9.000,00;R$ 15.000,00;R$ 15.000,00;R$ 15.000,00;R$ 354.000,00;R$ 246.000,00;69,49%;45;VERMELHO
1000670-72.2020.5.02.0605;Osasco;SP;Apartamento;Avenida Franz Voegeli, 900 - Apto. 603 - Torre A - Coral - Continental;R$ 565.000,00;40%;14/07/2026;14/07/2026;R$ 226.000,00;R$ 6.780,00;R$ 11.300,00;R$ 11.300,00;R$ 11.300,00;R$ 266.680,00;R$ 298.320,00;111,86%;70;AMARELO
0000440-76.2013.5.02.0028;São Paulo;SP;Casa;Praça Professor Aureliano Pimentel, nº 249, Vila Jussara;R$ 550.000,00;40%;14/07/2026;14/07/2026;R$ 220.000,00;R$ 6.600,00;R$ 11.000,00;R$ 11.000,00;R$ 11.000,00;R$ 259.600,00;R$ 290.400,00;111,86%;30;VERMELHO
1001595-43.2022.5.02.0041;São Paulo;SP;Casa;Rua José Albano, 270, Casa 1, Vila Barreto, São Paulo/SP;R$ 515.000,00;68%;14/07/2026;14/07/2026;R$ 350.200,00;R$ 10.506,00;R$ 17.510,00;R$ 17.510,00;R$ 17.510,00;R$ 413.236,00;R$ 101.764,00;24,63%;45;VERMELHO
1000712-73.2015.5.02.0710;São Paulo;SP;Imóvel;Não informado;R$ 500.000,00;0%;28/03/2026;28/03/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 500.000,00;0,00%;45;VERMELHO
1001368-40.2024.5.02.0443;Santos;SP;Sobrado;Rua Joaquim Távora, 473, sobrado nº 20, Residencial Villaggio Di Firenze, Santos/SP;R$ 500.000,00;80%;14/07/2026;14/07/2026;R$ 400.000,00;R$ 12.000,00;R$ 20.000,00;R$ 20.000,00;R$ 20.000,00;R$ 472.000,00;R$ 28.000,00;5,93%;60;AMARELO
1000566-87.2019.5.02.0711;São Paulo;SP;Casa;Rua Professor Guilherme Belfort Sabino, nº 188, Campininha, São Paulo/SP;R$ 500.000,00;40%;14/07/2026;14/07/2026;R$ 200.000,00;R$ 6.000,00;R$ 10.000,00;R$ 10.000,00;R$ 10.000,00;R$ 236.000,00;R$ 264.000,00;111,86%;80;VERDE
0253100-68.2009.5.02.0007;Cabo Frio;RJ;Apartamento;Rua dos Atobás, 16 - Apto 103-A - Condomínio Morada da Praia - Praia do Foguete - Cabo Frio/RJ;R$ 492.000,00;70%;14/07/2026;14/07/2026;R$ 344.400,00;R$ 10.332,00;R$ 17.220,00;R$ 17.220,00;R$ 17.220,00;R$ 406.392,00;R$ 85.608,00;21,07%;55;VERMELHO
1002069-19.2023.5.02.0610;São Paulo;SP;Prédio;Rua Capitão José Leite, 774, Vila Matilde;R$ 420.000,00;40%;14/07/2026;14/07/2026;R$ 168.000,00;R$ 5.040,00;R$ 8.400,00;R$ 8.400,00;R$ 8.400,00;R$ 198.240,00;R$ 221.760,00;111,86%;70;AMARELO
1001041-12.2025.5.02.0039;São Paulo;SP;Apartamento;Rua Aurora, 707 e 713, 2º andar ou 5º pavimento, Santa Efigênia, São Paulo/SP;R$ 400.000,00;50%;14/07/2026;14/07/2026;R$ 200.000,00;R$ 6.000,00;R$ 10.000,00;R$ 10.000,00;R$ 10.000,00;R$ 236.000,00;R$ 164.000,00;69,49%;35;VERMELHO
1001377-75.2020.5.02.0464;Santo André;SP;Casa;Rua Ovídio, 9, Santo André/SP;R$ 400.000,00;70%;25/06/2026;25/06/2026;R$ 280.000,00;R$ 8.400,00;R$ 14.000,00;R$ 14.000,00;R$ 14.000,00;R$ 330.400,00;R$ 69.600,00;21,07%;70;AMARELO
0000130-47.2015.5.02.0401;Santos;SP;Apartamento;Av. Washington Luiz, nº 150, Vila Matias;R$ 390.000,00;92%;14/07/2026;14/07/2026;R$ 357.357,00;R$ 10.720,71;R$ 17.867,85;R$ 17.867,85;R$ 17.867,85;R$ 421.681,26;-R$ 31.681,26;-7,51%;90;VERDE
1000198-32.2015.5.02.0319;São Paulo;SP;Apartamento;Rua da Consolação, 1974, Apto. 32, Consolação;R$ 387.798,00;80%;14/07/2026;14/07/2026;R$ 310.238,40;R$ 9.307,15;R$ 15.511,92;R$ 15.511,92;R$ 15.511,92;R$ 366.081,31;R$ 21.716,69;5,93%;40;VERMELHO
1001520-42.2023.5.02.0211;Taboão da Serra;SP;Apartamento;Rua Ernesto Capelari, nº 11, apto 34, Conjunto Parque Santos Dumont, Taboão da Serra/SP;R$ 340.000,00;100%;25/06/2026;25/06/2026;R$ 340.000,00;R$ 10.200,00;R$ 17.000,00;R$ 17.000,00;R$ 17.000,00;R$ 401.200,00;-R$ 61.200,00;-15,25%;60;AMARELO
1001346-66.2016.5.02.0441;São Paulo;SP;Apartamento;Rua José Carlos de Resende, 92, Ap. 91, Edifício Firenze, Conjunto Residencial Vista Verde, São Paulo/SP;R$ 300.000,00;50%;14/07/2026;14/07/2026;R$ 150.000,00;R$ 4.500,00;R$ 7.500,00;R$ 7.500,00;R$ 7.500,00;R$ 177.000,00;R$ 123.000,00;69,49%;35;VERMELHO
0000422-47.2011.5.02.0312;Guarulhos;SP;Terreno;Rua Araguainha, 427, Cidade Soimco;R$ 280.000,00;40%;14/07/2026;14/07/2026;R$ 112.000,00;R$ 3.360,00;R$ 5.600,00;R$ 5.600,00;R$ 5.600,00;R$ 132.160,00;R$ 147.840,00;111,86%;90;VERDE
0053400-06.2006.5.02.0076;São Paulo;SP;Terreno;Rua Tita Ruffo, nº 54, São Mateus;R$ 250.000,00;40%;14/07/2026;14/07/2026;R$ 100.000,00;R$ 3.000,00;R$ 5.000,00;R$ 5.000,00;R$ 5.000,00;R$ 118.000,00;R$ 132.000,00;111,86%;75;AMARELO
0053400-06.2006.5.02.0076;São Paulo;SP;Terreno;Rua Tita Ruffo, nº 54, São Mateus, São Paulo/SP;R$ 250.000,00;40%;14/07/2026;14/07/2026;R$ 100.000,00;R$ 3.000,00;R$ 5.000,00;R$ 5.000,00;R$ 5.000,00;R$ 118.000,00;R$ 132.000,00;111,86%;80;VERDE
1001299-47.2021.5.02.0464;Santos;SP;Apartamento;Rua Cásper Líbero, 25, apto 62, Bloco A, Conjunto Casper Líbero, José Menino, Santos/SP;R$ 250.000,00;60%;14/07/2026;14/07/2026;R$ 150.000,00;R$ 4.500,00;R$ 7.500,00;R$ 7.500,00;R$ 7.500,00;R$ 177.000,00;R$ 73.000,00;41,24%;65;AMARELO
1000542-08.2020.5.02.0070;Campos do Jordão;SP;Terreno;Rua Natal, Lote 207, Quadra I, Loteamento Parque do Ferradura, Nova Capivari;R$ 250.000,00;80%;14/07/2026;14/07/2026;R$ 200.000,00;R$ 6.000,00;R$ 10.000,00;R$ 10.000,00;R$ 10.000,00;R$ 236.000,00;R$ 14.000,00;5,93%;55;VERMELHO
1000258-02.2019.5.02.0016;SÃO PAULO;SP;Conjunto Comercial;Rua Lubavitch, 113, Cj. 51, Bom Retiro, CEP: 01123-010;R$ 220.000,00;40%;14/07/2026;14/07/2026;R$ 88.000,00;R$ 2.640,00;R$ 4.400,00;R$ 4.400,00;R$ 4.400,00;R$ 103.840,00;R$ 116.160,00;111,86%;80;VERDE
1002025-15.2023.5.02.0605;São Paulo;SP;Apartamento;Avenida Itaquera, 7692, apto 107, Vila Carmosina, Itaquera;R$ 220.000,00;40%;14/07/2026;14/07/2026;R$ 88.000,00;R$ 2.640,00;R$ 4.400,00;R$ 4.400,00;R$ 4.400,00;R$ 103.840,00;R$ 116.160,00;111,86%;50;VERMELHO
0047200-48.1994.5.02.0061;Tatuí;SP;Casa;Rua Coronel Bento Pires, 802, Centro;R$ 218.825,00;50%;14/07/2026;14/07/2026;R$ 109.412,50;R$ 3.282,38;R$ 5.470,63;R$ 5.470,63;R$ 5.470,63;R$ 129.106,75;R$ 89.718,25;69,49%;65;AMARELO
0001456-37.2015.5.02.0047;Itapecerica da Serra;SP;Bem Móvel;Estrada Djalma Pinto Ribeiro, 2310, Potuvera;R$ 200.000,00;20%;14/07/2026;14/07/2026;R$ 40.000,00;R$ 1.200,00;R$ 2.000,00;R$ 2.000,00;R$ 2.000,00;R$ 47.200,00;R$ 152.800,00;323,73%;80;VERDE
0001863-12.2013.5.02.0371;Mogi das Cruzes;SP;Apartamento;Rua Manoel Fernandes nº 1461, Apartamento nº 44, 4º andar, Torre 13, Bloco 05, Condomínio Residencial Jundiapeba VI, Vila Jundiapeba, Mogi das Cruzes/SP;R$ 200.000,00;60%;14/07/2026;14/07/2026;R$ 120.000,00;R$ 3.600,00;R$ 6.000,00;R$ 6.000,00;R$ 6.000,00;R$ 141.600,00;R$ 58.400,00;41,24%;75;AMARELO
1000280-36.2023.5.02.0205;Cotia;SP;Terreno;Rua Flor de Lis, nº 246, Cond. Parque das Rosas, Chácara Roselândia, Cotia/SP;R$ 180.000,00;80%;14/07/2026;14/07/2026;R$ 144.000,00;R$ 4.320,00;R$ 7.200,00;R$ 7.200,00;R$ 7.200,00;R$ 169.920,00;R$ 10.080,00;5,93%;60;AMARELO
1000258-02.2019.5.02.0016;São Paulo;SP;Conjunto Comercial;Rua Lubavitch, 113, Cj. 52, Bom Retiro, São Paulo/SP - CEP: 01123-010;R$ 175.000,00;40%;14/07/2026;14/07/2026;R$ 70.000,00;R$ 2.100,00;R$ 3.500,00;R$ 3.500,00;R$ 3.500,00;R$ 82.600,00;R$ 92.400,00;111,86%;55;VERMELHO
1000509-54.2018.5.02.0501;Taboão da Serra;SP;Casa;Rua Irmã Ana de Lourdes França, 111, Jardim Beatriz;R$ 174.245,00;40%;14/07/2026;14/07/2026;R$ 69.698,00;R$ 2.090,94;R$ 3.484,90;R$ 3.484,90;R$ 3.484,90;R$ 82.243,64;R$ 92.001,36;111,86%;80;VERDE
0140800-43.2001.5.02.0073;Caraguatatuba;SP;Terreno;Rua Dois, Lote 17, Quadra 04, Loteamento Jardim Imperial, Fazenda Getuba, Massaguaçu, Caraguatatuba/SP;R$ 144.000,00;40%;14/07/2026;14/07/2026;R$ 57.600,00;R$ 1.728,00;R$ 2.880,00;R$ 2.880,00;R$ 2.880,00;R$ 67.968,00;R$ 76.032,00;111,86%;65;AMARELO
0162700-06.2003.5.02.0011;São Paulo;SP;Apartamento;Avenida Ordem e Progresso, 1190, Bloco A, Apartamento 31, Jardim das Laranjeiras;R$ 141.666,66;50%;14/07/2026;;R$ 70.833,33;R$ 2.125,00;R$ 3.541,67;R$ 3.541,67;R$ 3.541,67;R$ 83.583,33;R$ 58.083,33;69,49%;0;VERMELHO
0162700-06.2003.5.02.0011;São Paulo;SP;Apartamento;Avenida Ordem e Progresso, 1190, Bloco A, Apartamento 31-A, Jardim das Laranjeiras, São Paulo;R$ 141.666,66;40%;14/07/2026;14/07/2026;R$ 56.666,66;R$ 1.700,00;R$ 2.833,33;R$ 2.833,33;R$ 2.833,33;R$ 66.866,66;R$ 74.800,00;111,86%;5;VERMELHO
1000864-92.2016.5.02.0385;Angatuba;SP;Casa;Avenida Consolação, 275 (atualmente identificado com número 133), Centro, Campina do Monte Alegre;R$ 132.000,00;40%;14/07/2026;14/07/2026;R$ 52.800,00;R$ 1.584,00;R$ 2.640,00;R$ 2.640,00;R$ 2.640,00;R$ 62.304,00;R$ 69.696,00;111,86%;45;VERMELHO
1002365-94.2017.5.02.0434;São Bernardo do Campo;SP;Veículo;Rua das Flores, 1021, Ap 22, Jardim do Mar;R$ 115.000,00;30%;14/07/2026;14/07/2026;R$ 34.500,00;R$ 1.035,00;R$ 1.725,00;R$ 1.725,00;R$ 1.725,00;R$ 40.710,00;R$ 74.290,00;182,49%;75;AMARELO
0025300-46.2001.5.02.0034;Mogi das Cruzes;SP;Veículo;Avenida Antonio de Almeida, 335, Jardim Maricá, Mogi das Cruzes/SP;R$ 106.000,00;30%;25/06/2026;25/06/2026;R$ 31.800,00;R$ 954,00;R$ 1.590,00;R$ 1.590,00;R$ 1.590,00;R$ 37.524,00;R$ 68.476,00;182,49%;88;VERDE
1001852-21.2019.5.02.0511;Guararema;SP;Veículo;Av. General Porfírio da Paz, 1012, Parateí, Guararema/SP;R$ 100.000,00;50%;14/07/2026;14/07/2026;R$ 50.000,00;R$ 1.500,00;R$ 2.500,00;R$ 2.500,00;R$ 2.500,00;R$ 59.000,00;R$ 41.000,00;69,49%;15;VERMELHO
0202500-60.2005.5.02.0079;Mairiporã;SP;Terreno;Rua Fernando Spada, s/nº, Lote 58, Quadra “E”, Jardim Spada, Mairiporã/SP;R$ 100.000,00;40%;14/07/2026;14/07/2026;R$ 40.000,00;R$ 1.200,00;R$ 2.000,00;R$ 2.000,00;R$ 2.000,00;R$ 47.200,00;R$ 52.800,00;111,86%;50;VERMELHO
0083600-62.2006.5.02.0442;Itu;SP;Terreno;Avenida 05, Lote 03, Quadra 12, Loteamento Terras de Santa Maria II, Apotribu, Itu/SP;R$ 90.000,00;50%;14/07/2026;14/07/2026;R$ 45.000,00;R$ 1.350,00;R$ 2.250,00;R$ 2.250,00;R$ 2.250,00;R$ 53.100,00;R$ 36.900,00;69,49%;75;AMARELO
1001044-89.2014.5.02.0511;São Paulo;SP;Veículo;Avenida Engenheiro Luiz Carlos Berrini, 1748, Cidade Monções, São Paulo/SP;R$ 90.000,00;50%;14/07/2026;14/07/2026;R$ 45.000,00;R$ 1.350,00;R$ 2.250,00;R$ 2.250,00;R$ 2.250,00;R$ 53.100,00;R$ 36.900,00;69,49%;35;VERMELHO
0153500-97.1998.5.02.0027;Nhandeara;SP;Casa em Terreno;Rua João Breseghello, 238, Centro;R$ 60.000,00;50%;14/07/2026;14/07/2026;R$ 30.000,00;R$ 900,00;R$ 1.500,00;R$ 1.500,00;R$ 1.500,00;R$ 35.400,00;R$ 24.600,00;69,49%;55;VERMELHO
1000219-05.2020.5.02.0231;Carapicuíba;SP;Veículo;Rua Francisco Abruzesse, 223, Parque Santa Teresa, Carapicuíba/SP;R$ 56.000,00;40%;14/07/2026;14/07/2026;R$ 22.400,00;R$ 672,00;R$ 1.120,00;R$ 1.120,00;R$ 1.120,00;R$ 26.432,00;R$ 29.568,00;111,86%;80;VERDE
1000075-31.2015.5.02.0029;Quadra;SP;Terreno;Rua 86, Lote nº 13, Quadra FQ, Loteamento Ninho Verde, Gleba 1;R$ 51.664,84;80%;14/07/2026;14/07/2026;R$ 41.331,87;R$ 1.239,96;R$ 2.066,59;R$ 2.066,59;R$ 2.066,59;R$ 48.771,61;R$ 2.893,23;5,93%;15;VERMELHO
0120500-67.2006.5.02.0402;Embu-Guaçu;SP;Terreno;Rua Sabiá, s/nº, Lote 14, Quadra A, bairro Lagoa Grande, Embu-Guaçu/SP;R$ 50.000,00;70%;14/07/2026;14/07/2026;R$ 35.000,00;R$ 1.050,00;R$ 1.750,00;R$ 1.750,00;R$ 1.750,00;R$ 41.300,00;R$ 8.700,00;21,07%;30;VERMELHO
0248800-08.2003.5.02.0061;Taiaçu;SP;Imóvel Residencial;Avenida General Osório, 555, Taiaçu/SP;R$ 49.995,00;50%;14/07/2026;14/07/2026;R$ 24.997,50;R$ 749,93;R$ 1.249,88;R$ 1.249,88;R$ 1.249,88;R$ 29.497,05;R$ 20.497,95;69,49%;60;AMARELO
1000205-47.2025.5.02.0004;São Paulo;SP;Bens Móveis;Rua Dr. Paulo Leite de Oliveira, nº 260, Jardim Raposo Tavares;R$ 45.500,00;20%;14/07/2026;14/07/2026;R$ 9.100,00;R$ 273,00;R$ 455,00;R$ 455,00;R$ 455,00;R$ 10.738,00;R$ 34.762,00;323,73%;60;AMARELO
1000749-40.2017.5.02.0384;Osasco;SP;Veículo;Rua Georgina, 39 - Jardim da Flores;R$ 44.000,00;30%;14/07/2026;14/07/2026;R$ 13.200,00;R$ 396,00;R$ 660,00;R$ 660,00;R$ 660,00;R$ 15.576,00;R$ 28.424,00;182,49%;55;VERMELHO
1001360-66.2023.5.02.0033;São Paulo;SP;Bens Móveis;Avenida Rangel Pestana, nº 1964, box nº 06, Brás, São Paulo/SP;R$ 38.900,00;20%;14/07/2026;14/07/2026;R$ 7.780,00;R$ 233,40;R$ 389,00;R$ 389,00;R$ 389,00;R$ 9.180,40;R$ 29.719,60;323,73%;80;VERDE
1001487-32.2022.5.02.0714;São Paulo;SP;Bens Móveis;Avenida Interlagos, 1329, Jardim Umuarama, São Paulo/SP;R$ 34.000,00;20%;14/07/2026;14/07/2026;R$ 6.800,00;R$ 204,00;R$ 340,00;R$ 340,00;R$ 340,00;R$ 8.024,00;R$ 25.976,00;323,73%;80;VERDE
